row_label_raw,row_label_full,Tên đơn vị,Hoạt động chính,Địa chỉ,numeric__Hoạt động chính,numeric__Địa chỉ
Nhà máy bia Sài Gòn – Nguyễn Chí Thanh,Nhà máy bia Sài Gòn – Nguyễn Chí Thanh,Nhà máy bia Sài Gòn – Nguyễn Chí Thanh,"Sản xuất bia, rượu, nước giải khát","Số 187 Nguyễn Chí Thanh, Phường 12, Quận 5, Thành phố Hồ Chí Minh",,
Nhà máy bia Sài Gòn – Củ Chi,Nhà máy bia Sài Gòn – Củ Chi,Nhà máy bia Sài Gòn – Củ Chi,"Sản xuất bia, rượu, nước giải khát","Khu C1, Đường D3, Khu Công nghiệp Tây Bắc Củ Chi, Thị trấn Củ Chi, Huyện Củ Chi, Thành phố Hồ Chí Minh",,
