row_label_raw,row_label_full,Tên công ty,31/12/2018 > % sở hữu và % quyền biểu quyết,31/12/2018 > Giá gốc VND,31/12/2018 > Giá trị hợp lý VND,31/12/2018 > Dự phòng VND,1/1/2018 > % sở hữu và % quyền biểu quyết,1/1/2018 > Giá gốc VND,1/1/2018 > Giá trị hợp lý VND,1/1/2018 > Dự phòng VND,numeric__31/12/2018 > % sở hữu và % quyền biểu quyết,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2018 > Dự phòng VND,numeric__1/1/2018 > % sở hữu và % quyền biểu quyết,numeric__1/1/2018 > Giá gốc VND,numeric__1/1/2018 > Giá trị hợp lý VND,numeric__1/1/2018 > Dự phòng VND
▪ Ngân hàng Thương mại Cổ phần Phương Đông,▪ Ngân hàng Thương mại Cổ phần Phương Đông,▪ Ngân hàng Thương mại Cổ phần Phương Đông,"2,03%",216.579.320.000,181.443.866.133,(35.135.453.867),"2,31%",216.579.320.000,172.985.865.600,(34.944.167.400),0.0203,216579320000.0,181443866133.0,-35135453867.0,0.0231,216579320000.0,172985865600.0,-34944167400.0
▪ Ngân hàng Thương mại Cổ phần Đông Á,▪ Ngân hàng Thương mại Cổ phần Đông Á,▪ Ngân hàng Thương mại Cổ phần Đông Á,"0,95%",136.265.460.000,(*),(136.265.460.000),"0,95%",136.265.460.000,26.823.427.333,(136.265.460.000),0.0095,136265460000.0,,-136265460000.0,0.0095,136265460000.0,26823427333.0,-136265460000.0
▪ Công ty Cổ phần Bao Bì Sabeco Sông Lam,▪ Công ty Cổ phần Bao Bì Sabeco Sông Lam,▪ Công ty Cổ phần Bao Bì Sabeco Sông Lam,"8,2%",46.000.000.000,(*),-,"15,33%",46.000.000.000,(*),-,0.08199999999999999,46000000000.0,,,0.1533,46000000000.0,,
▪ Công ty PVI Sài Gòn,▪ Công ty PVI Sài Gòn,▪ Công ty PVI Sài Gòn,"0,21%",51.475.140.000,15.730.653.600,(35.744.486.400),"0,21%",51.475.140.000,15.584.999.400,(35.890.140.600),0.0021,51475140000.0,15730653600.0,-35744486400.0,0.0021,51475140000.0,15584999400.0,-35890140600.0
▪ Công ty Cổ phần Đầu tư và Phát triển Không Gian Ngầm,▪ Công ty Cổ phần Đầu tư và Phát triển Không Gian Ngầm,▪ Công ty Cổ phần Đầu tư và Phát triển Không Gian Ngầm,"4,91%",23.085.000.000,(*),(23.085.000.000),"4,91%",23.085.000.000,(*),(23.085.000.000),0.049100000000000005,23085000000.0,,-23085000000.0,0.049100000000000005,23085000000.0,,-23085000000.0
▪ Công ty Du lịch Dầu khí Phương Đông,▪ Công ty Du lịch Dầu khí Phương Đông,▪ Công ty Du lịch Dầu khí Phương Đông,"9,8%",30.700.950.000,8.232.000.000,(22.468.950.000),"9,8%",30.700.950.000,5.880.000.000,(24.820.950.000),0.098,30700950000.0,8232000000.0,-22468950000.0,0.098,30700950000.0,5880000000.0,-24820950000.0
▪ Quỹ đầu tư Chứng khoán Sài Gòn A2,▪ Quỹ đầu tư Chứng khoán Sài Gòn A2,▪ Quỹ đầu tư Chứng khoán Sài Gòn A2,10%,51.107.720.722,(*),(35.757.720.722),10%,51.107.720.722,(*),(35.757.720.722),0.1,51107720722.0,,-35757720722.0,0.1,51107720722.0,,-35757720722.0
▪ Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn,▪ Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn,▪ Công ty Cổ phần Vận tải và Giao nhận Bia Sài Gòn,"13,54%",26.588.267.394,(*),-,"13,54%",26.588.267.394,(*),-,0.1354,26588267394.0,,,0.1354,26588267394.0,,
▪ Công ty Cổ phần Bia – Nước Giải Khát Sài Gòn – Tây Đô,▪ Công ty Cổ phần Bia – Nước Giải Khát Sài Gòn – Tây Đô,▪ Công ty Cổ phần Bia – Nước Giải Khát Sài Gòn – Tây Đô,"14,41%",19.690.000.000,(*),-,"14,41%",19.690.000.000,(*),-,0.1441,19690000000.0,,,0.1441,19690000000.0,,
▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây (**),▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây (**),▪ Công ty Cổ phần Tập đoàn Bia Sài Gòn Bình Tây (**),"16,42%",126.429.237.491,(*),-,"13,26%",53.249.742.406,(*),-,0.1642,126429237491.0,,,0.1326,53249742406.0,,
▪ Quỹ đầu tư Việt Nam,▪ Quỹ đầu tư Việt Nam,▪ Quỹ đầu tư Việt Nam,"7,97%",7.275.187.937,(*),(7.275.187.937),"7,97%",35.617.214.481,(*),-,0.0797,7275187937.0,,-7275187937.0,0.0797,35617214481.0,,
