row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên,,
Chi phí hỗ trợ bán hàng,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Chi phí hỗ trợ bán hàng,Chi phí hỗ trợ bán hàng,44.460.889.493,59.458.871.526,44460889493.0,59458871526.0
Chi phí khuyến mãi,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Chi phí khuyến mãi,Chi phí khuyến mãi,4.720.615.791,-,4720615791.0,
Chi phí vật phẩm quảng cáo,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Chi phí vật phẩm quảng cáo,Chi phí vật phẩm quảng cáo,7.695.571.532,3.506.368.800,7695571532.0,3506368800.0
Mua hàng hóa,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Mua hàng hóa,Mua hàng hóa,181.626.364,-,181626364.0,
Cổ tức,Công ty Cổ phần Thương mại Bia Sài Gòn Tây Nguyên > Cổ tức,Cổ tức,61.183.460.639,136.224.068.439,61183460639.0,136224068439.0
Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm,,
Chi phí hỗ trợ bán hàng,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Chi phí hỗ trợ bán hàng,Chi phí hỗ trợ bán hàng,122.423.136.328,187.535.842.778,122423136328.0,187535842778.0
Chi phí khuyến mãi,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Chi phí khuyến mãi,Chi phí khuyến mãi,15.870.895.789,-,15870895789.0,
Chi phí vật phẩm quảng cáo,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Chi phí vật phẩm quảng cáo,Chi phí vật phẩm quảng cáo,20.469.045.124,16.381.989.800,20469045124.0,16381989800.0
Mua hàng hóa,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Mua hàng hóa,Mua hàng hóa,7.596.330.944,5.968.623.060,7596330944.0,5968623060.0
Góp vốn,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Góp vốn,Góp vốn,2.141.000.000,-,2141000000.0,
Cổ tức,Công ty Cổ phần Thương mại Bia Sài Gòn Trung Tâm > Cổ tức,Cổ tức,37.039.297.333,63.180.000.000,37039297333.0,63180000000.0
