row_label_raw,row_label_full,col_0,1/1/2018 VND,Số phát sinh trong năm VND,Số đã nộp trong năm VND,Số đã khấu trừ trong năm VND,31/12/2018 VND,numeric__1/1/2018 VND,numeric__Số phát sinh trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Số đã khấu trừ trong năm VND,numeric__31/12/2018 VND
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,292.044.314.989,2.769.310.710.981,(2.810.654.497.666),-,250.700.528.304,292044314989.0,2769310710981.0,-2810654497666.0,,250700528304.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,248.257.813.373,630.858.736.453,(706.977.980.688),-,172.138.569.138,248257813373.0,630858736453.0,-706977980688.0,,172138569138.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,4.831.987.294.745,(668.455.862.236),(4.120.736.050.992),42.795.381.517,,4831987294745.0,-668455862236.0,-4120736050992.0,42795381517.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,32.198.297.127,59.281.497.629,(70.718.998.179),-,20.760.796.577,32198297127.0,59281497629.0,-70718998179.0,,20760796577.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,28.684.304.564,(28.684.304.564),-,-,,28684304564.0,-28684304564.0,,
Thuế đất,Thuế đất,Thuế đất,1.581.049.815,23.068.876.236,(23.068.876.236),-,1.581.049.815,1581049815.0,23068876236.0,-23068876236.0,,1581049815.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,102.043.440,1.357.419.680,(1.355.825.600),-,103.637.520,102043440.0,1357419680.0,-1355825600.0,,103637520.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,6.115.990,2.209.591.257,(156.517.247),-,2.059.190.000,6115990.0,2209591257.0,-156517247.0,,2059190000.0
,,,574.189.634.734,8.346.758.431.545,(4.310.072.862.416),(4.120.736.050.992),490.139.152.871,574189634734.0,8346758431545.0,-4310072862416.0,-4120736050992.0,490139152871.0
