row_label_raw,row_label_full,col_0,Đơn vị,31/12/2018 VND,1/1/2018 VND,numeric__Đơn vị,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Nhăn,Nhăn,Nhăn,bộ,12.006.780,-,,12006780.0,
Nắp,Nắp,Nắp,cái,6.000.000,-,,6000000.0,
Vỏ chai,Vỏ chai,Vỏ chai,cái,2.061.139,-,,2061139.0,
Vỏ lon,Vỏ lon,Vỏ lon,cái,540.418,-,,540418.0,
Két nhựa,Két nhựa,Két nhựa,cái,78.350,1.968,,78350.0,1968.0
Bia lon,Bia lon,Bia lon,thùng,17.150,27.229,,17150.0,27229.0
Thùng,Thùng,Thùng,cái,9.020,-,,9020.0,
Bia chai,Bia chai,Bia chai,két,-,368.206,,,368206.0
Pallet,Pallet,Pallet,cái,-,1.027,,,1027.0
