row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
"Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)",4.317.242,3.384.284,4317242.0,3384284.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,421.387,481.714,421387.0,481714.0
"- Phải trả cán bộ, nhân viên","- Phải trả cán bộ, nhân viên","- Phải trả cán bộ, nhân viên",224.585,282.463,224585.0,282463.0
"- Quỹ khen thưởng, phúc lợi","- Quỹ khen thưởng, phúc lợi","- Quỹ khen thưởng, phúc lợi",157.398,107.398,157398.0,107398.0
- Phải trả cổ tức cho cổ đông,- Phải trả cổ tức cho cổ đông,- Phải trả cổ tức cho cổ đông,6.616,6.761,6616.0,6761.0
- Phải trả nội bộ khác,- Phải trả nội bộ khác,- Phải trả nội bộ khác,32.788,85.092,32788.0,85092.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,6.140.065,6.019.421,6140065.0,6019421.0
- Thuế và các khoản phải nộp Nhà nước,- Thuế và các khoản phải nộp Nhà nước,- Thuế và các khoản phải nộp Nhà nước,1.281.123,1.356.194,1281123.0,1356194.0
- Tiền giữ hộ và đội thanh toán,- Tiền giữ hộ và đội thanh toán,- Tiền giữ hộ và đội thanh toán,12.669,6.083,12669.0,6083.0
- Phải trả thanh toán giữa các TCTD,- Phải trả thanh toán giữa các TCTD,- Phải trả thanh toán giữa các TCTD,620.546,323.071,620546.0,323071.0
- Phải trả chuyển tiền chờ thanh toán,- Phải trả chuyển tiền chờ thanh toán,- Phải trả chuyển tiền chờ thanh toán,248.948,365.386,248948.0,365386.0
- Các khoản chờ thanh toán khác,- Các khoản chờ thanh toán khác,- Các khoản chờ thanh toán khác,3.735.200,3.616.703,3735200.0,3616703.0
- Các khoản phải trả khác,- Các khoản phải trả khác,- Các khoản phải trả khác,241.579,351.984,241579.0,351984.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,53.983,2.443,53983.0,2443.0
,,,10.932.677,9.887.862,10932677.0,9887862.0
