row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2025,Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)triệu đồng > Tại ngày 31 tháng 12 năm 2025,Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo)triệu đồng > Tại ngày 31 tháng 12 năm 2025,numeric__Tổng giá trị của hợp đồng(theo tỷ giá ngày hiệu lực hợp đồng)triệu đồng > Tại ngày 31 tháng 12 năm 2025,numeric__Tổng giá trị ghi số kế toán(theo tỷ giá tại ngày lập báo cáo)triệu đồng > Tại ngày 31 tháng 12 năm 2025
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,11.451.587,(23.789),11451587.0,-23789.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,190.306.930,(59.973),190306930.0,-59973.0
Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,8.559.343,(21.840),8559343.0,-21840.0
,,,210.317.860,(105.602),210317860.0,-105602.0
Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2024 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,15.309.657,12.148,15309657.0,12148.0
Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2024 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,163.623.724,831.138,163623724.0,831138.0
Giao dịch hoán đổi lãi suất,Tại ngày 31 tháng 12 năm 2024 > Giao dịch hoán đổi lãi suất,Giao dịch hoán đổi lãi suất,13.594.442,(21.414),13594442.0,-21414.0
,,,192.527.823,821.872,192527823.0,821872.0
