row_label_raw,row_label_full,col_0,Dự phòng chung triệu đồng,Dự phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dự phòng chung triệu đồng,numeric__Dự phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.382.092,3.311.542,5.693.634,2382092.0,3311542.0,5693634.0
Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,434.989,3.032.307,3.467.296,434989.0,3032307.0,3467296.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(4.302.109),(4.302.109),,-4302109.0,-4302109.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.817.081,2.041.740,4.858.821,2817081.0,2041740.0,4858821.0
