row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2025 triệu đồng,31/12/2024 triệu đồng,numeric__Thuyết minh,numeric__31/12/2025 triệu đồng,numeric__31/12/2024 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng","TÀI SẢN > Tiền mặt, vàng","Tiền mặt, vàng",5,3.552.555,1.639.349,5.0,3552555.0,1639349.0
"Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")",6,8.998.068,9.909.074,6.0,8998068.0,9909074.0
"Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi và cho vay các tổ chức tín dụng (""TCTD"") khác",7,104.411.120,105.588.516,7.0,104411120.0,105588516.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,,59.469.540,49.847.544,,59469540.0,49847544.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,,44.941.580,55.740.972,,44941580.0,55740972.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,821.872,8.0,,821872.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,377.113.195,318.316.079,,377113195.0,318316079.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,381.972.016,324.009.713,9.0,381972016.0,324009713.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,10,(4.858.821),(5.693.634),10.0,-4858821.0,-5693634.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,11,4.332,8.779,11.0,4332.0,8779.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,4.366,8.846,,4366.0,8846.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(34),(67),,-34.0,-67.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,51.149.531,50.344.312,,51149531.0,50344312.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12,51.149.531,50.345.812,12.0,51149531.0,50345812.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13,-,42.380,13.0,,42380.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,14,-,(43.880),14.0,,-43880.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",15,3.569.457,919.457,15.0,3569457.0,919457.0
