row_label_raw,row_label_full,col_0,Mức độ ảnh hưởngtới lợi nhuận trướcthuế - tăng/(giảm)lợi nhuậntriệu đồng,Mức độ ảnh hưởngtới vốn chủ sở hữu -tăng/(giảm)vốn chủ sở hữutriệu đồng,numeric__Mức độ ảnh hưởngtới lợi nhuận trướcthuế - tăng/(giảm)lợi nhuậntriệu đồng,numeric__Mức độ ảnh hưởngtới vốn chủ sở hữu -tăng/(giảm)vốn chủ sở hữutriệu đồng
Năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Năm tài chính kết thúc ngày 31 tháng 12 năm 2025,Năm tài chính kết thúc ngày 31 tháng 12 năm 2025,,,,
"VND giảm giá 2,0% so với USD","Năm tài chính kết thúc ngày 31 tháng 12 năm 2025 > VND giảm giá 2,0% so với USD","VND giảm giá 2,0% so với USD",1.903,1.522,1903.0,1522.0
"VND tăng giá 2,0% so với USD","Năm tài chính kết thúc ngày 31 tháng 12 năm 2025 > VND tăng giá 2,0% so với USD","VND tăng giá 2,0% so với USD",(1.903),(1.522),-1903.0,-1522.0
Năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Năm tài chính kết thúc ngày 31 tháng 12 năm 2024,Năm tài chính kết thúc ngày 31 tháng 12 năm 2024,,,,
"VND giảm giá 2,0% so với USD","Năm tài chính kết thúc ngày 31 tháng 12 năm 2024 > VND giảm giá 2,0% so với USD","VND giảm giá 2,0% so với USD",13.979,11.183,13979.0,11183.0
"VND tăng giá 2,0% so với USD","Năm tài chính kết thúc ngày 31 tháng 12 năm 2024 > VND tăng giá 2,0% so với USD","VND tăng giá 2,0% so với USD",(13.979),(11.183),-13979.0,-11183.0
