row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
Của khách hàng,Của khách hàng,Của khách hàng,702.878.947,626.151.273,702878947.0,626151273.0
Bắt động sản,Bắt động sản,Bắt động sản,428.015.337,415.144.780,428015337.0,415144780.0
Phương tiện vận tải,Phương tiện vận tải,Phương tiện vận tải,73.845.042,76.096.187,73845042.0,76096187.0
Máy móc thiết bị,Máy móc thiết bị,Máy móc thiết bị,23.104.419,26.277.312,23104419.0,26277312.0
Quyền khai thác tài sản,Quyền khai thác tài sản,Quyền khai thác tài sản,64.072.713,20.111.880,64072713.0,20111880.0
Bảo lãnh,Bảo lãnh,Bảo lãnh,20.974.160,16.920.803,20974160.0,16920803.0
"Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá","Vàng, ngoại tệ, giấy tờ có giá",59.317.931,44.024.363,59317931.0,44024363.0
Hàng hóa lưu kho,Hàng hóa lưu kho,Hàng hóa lưu kho,24.412.543,19.272.474,24412543.0,19272474.0
Tài sản đám bảo khác,Tài sản đám bảo khác,Tài sản đám bảo khác,9.136.802,8.303.474,9136802.0,8303474.0
Của các TCTD khác,Của các TCTD khác,Của các TCTD khác,38.378.731,51.231.036,38378731.0,51231036.0
Bảo lãnh,Bảo lãnh,Bảo lãnh,494.328,480.633,494328.0,480633.0
Quyền khai thác tài sản,Quyền khai thác tài sản,Quyền khai thác tài sản,26.403,26.403,26403.0,26403.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,37.858.000,50.724.000,37858000.0,50724000.0
,,,741.257.678,677.382.309,741257678.0,677382309.0
