row_label_raw,row_label_full,col_0,2025triệu đồng,2024triệu đồng,numeric__2025triệu đồng,numeric__2024triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,34.993.316,33.531.827,34993316.0,33531827.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,(19.338.570),(16.542.593),-19338570.0,-16542593.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,1.918.186,1.574.608,1918186.0,1574608.0
Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoản,Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoản,(76.018),782.521,-76018.0,782521.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập khác,Thu nhập khác,28.628,46.911,28628.0,46911.0
Tiền thu các khoản nợ đã được xử lý bằng nguồn dự phòng rủi ro,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý bằng nguồn dự phòng rủi ro,Tiền thu các khoản nợ đã được xử lý bằng nguồn dự phòng rủi ro,1.841.868,1.247.253,1841868.0,1247253.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(7.173.541),(7.082.127),-7173541.0,-7082127.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,(1.921.514),(1.944.465),-1921514.0,-1944465.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,10.272.355,11.613.935,10272355.0,11613935.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,
Tăng các khoản tiền gửi và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > Tăng các khoản tiền gửi và cho vay các TCTD khác,Tăng các khoản tiền gửi và cho vay các TCTD khác,10.799.392,(43.925.557),10799392.0,-43925557.0
(Tăng)/Giảm các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm các khoản về kinh doanh chứng khoán,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,(761.339),10.610.466,-761339.0,10610466.0
Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,821.872,(665.151),821872.0,-665151.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,(57.957.823),(57.656.519),-57957823.0,-57656519.0
"Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản","Giảm nguồn dự phòng để xử lý rủi ro, xử lý, bù đáp tổn thất các khoản",(4.344.489),(2.941.305),-4344489.0,-2941305.0
(Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,(2.296.144),1.153.216,-2296144.0,1153216.0
