row_label_raw,row_label_full,col_0,2025triệu đồng,2024triệu đồng,numeric__2025triệu đồng,numeric__2024triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,4.011.731,3.009.933,4011731.0,3009933.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,2.875.794,2.401.066,2875794.0,2401066.0
Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,993.178,447.037,993178.0,447037.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,142.759,161.830,142759.0,161830.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(2.093.545),(1.435.325),-2093545.0,-1435325.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(1.513.742),(960.341),-1513742.0,-960341.0
Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,(84.787),(135.448),-84787.0,-135448.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,(66.043),(48.853),-66043.0,-48853.0
Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,Dịch vụ đại lý bảo hiểm,(140.519),(56.682),-140519.0,-56682.0
Dịch vụ môi giới,Dịch vụ môi giới,Dịch vụ môi giới,(192.221),(176.270),-192221.0,-176270.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(96.233),(57.731),-96233.0,-57731.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,1.918.186,1.574.608,1918186.0,1574608.0
