row_label_raw,row_label_full,col_0,31/12/2025triệu đồng,31/12/2024triệu đồng,numeric__31/12/2025triệu đồng,numeric__31/12/2024triệu đồng
Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,Tiền gửi không kỳ hạn của các TCTD khác,357.855,4.283,357855.0,4283.0
Bằng VND,Bằng VND,Bằng VND,357.752,4.183,357752.0,4183.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,103,100,103.0,100.0
Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,Tiền gửi có kỳ hạn của các TCTD khác,117.610.429,94.509.452,117610429.0,94509452.0
Bằng VND,Bằng VND,Bằng VND,103.320.000,89.985.000,103320000.0,89985000.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,14.290.429,4.524.452,14290429.0,4524452.0
,,,117.968.284,94.513.735,117968284.0,94513735.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
Bằng VND,Vay các TCTD khác > Bằng VND,Bằng VND,9.568.064,6.206.598,9568064.0,6206598.0
"Trong đó: vay chiết khấu, tái chiết khấu","Vay các TCTD khác > Trong đó: vay chiết khấu, tái chiết khấu","Trong đó: vay chiết khấu, tái chiết khấu",6.489.764,2.587.598,6489764.0,2587598.0
Bằng ngoại tệ,Vay các TCTD khác > Bằng ngoại tệ,Bằng ngoại tệ,29.972.613,22.480.252,29972613.0,22480252.0
,,,39.540.677,28.686.850,39540677.0,28686850.0
,,,157.508.961,123.200.585,157508961.0,123200585.0
