row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2024,31/12/2024_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2024,numeric__31/12/2024_1
,,,triệu đồng,%,triệu đồng,%,,,,
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,1.649.691,"0,43",1.269.555,"0,39",1649691.0,0.43,1269555.0,0.39
Công ty TNHH MTV do nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH MTV do nhà nước sở hữu 100% vốn điều lệ,2.733.195,"0,72",2.779.344,"0,86",2733195.0,0.72,2779344.0,0.86
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,27.975.945,"7,31",13.645.845,"4,21",27975945.0,7.31,13645845.0,4.21
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,1.968.518,"0,52",3.727.743,"1,15",1968518.0,0.52,3727743.0,1.15
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,77.496.641,"20,29",44.486.304,"13,73",77496641.0,20.29,44486304.0,13.73
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,3.502.085,"0,92",3.514.605,"1,08",3502085.0,0.92,3514605.0,1.08
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",266.643.969,"69,81",254.572.871,"78,57",266643969.0,69.81,254572871.0,78.57
Khác,Khác,Khác,1.972,"0,00",13.446,"0,01",1972.0,0.0,13446.0,0.01
,,,381.972.016,"100,00",324.009.713,"100,00",381972016.0,100.0,324009713.0,100.0
