row_label_raw,row_label_full,col_0,Số dưđầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Đơn vị: triệu đồng > Số dưcuối năm,numeric__Số dưđầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Đơn vị: triệu đồng > Số dưcuối năm
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.300.444,1.800.702,(1.921.514),1.179.632,1300444.0,1800702.0,-1921514.0,1179632.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,16.664,282.126,(240.756),58.034,16664.0,282126.0,-240756.0,58034.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,39.086,523.190,(518.819),43.457,39086.0,523190.0,-518819.0,43457.0
,,,1.356.194,2.606.018,(2.681.089),1.281.123,1356194.0,2606018.0,-2681089.0,1281123.0
