row_label_raw,row_label_full,Đơn vị khácCác khoản đầu tư vào cổ phiếu trên thị trườngNgân hàng TMCP Quốc Đàn (v)Các khoản đầu tư vào cổ phiếu khác (ii) > Các khoản đầu tư vào công cụ vốn chủ sở hữuCông ty Cổ phần TCE VINA DENÍMCông ty Cổ phần Đầu tư Phước Long (ii)Công ty Cổ phần Đầu tư và Phát triển Bình ThắngQũy Đầu tư Việt NamCác khoản đầu tư khác,"31/12/2015 > Tỷ lệ % sở hữu > 3,65% > 6,09%-18,02%0,67%","31/12/2015 > Tỷ lệ % quyền biểu quyết > 3,65% > 6,09%-18,02%0,67%",31/12/2015 > Giá gốc VND > 74.767.938.000 > 19.583.559.9756.305.925.3605.619.624.42119.605.797.122,31/12/2015 > Dự phòng VND > (12.424.672.050) > ----,31/12/2015 > Giá trị hợp lý VND > 62.343.265.950 > (*) (*) (*) (*) (*),"31/12/2015 > Tỷ lệ % sở hữu > 3,65% > 8,59%18,23%18,02%0,67%","1/1/2015 > Tỷ lệ % quyền biểu quyết > 3,65% > 8,59%18,23%18,02%0,67%",1/1/2015 > Giá gốc VNDĐã điều chỉnh lại (i) > 74.767.938.0002.530.498.318 > 19.583.559.97514.096.370.8536.305.925.36011.941.701.89423.093.152.591,1/1/2015 > Dự phòng VNDĐã điều chỉnh lại (i) > -74.767.938.000 > -----(*) (*) (*) (*) (*) (*),"numeric__31/12/2015 > Tỷ lệ % sở hữu > 3,65% > 6,09%-18,02%0,67%","numeric__31/12/2015 > Tỷ lệ % quyền biểu quyết > 3,65% > 6,09%-18,02%0,67%",numeric__31/12/2015 > Giá gốc VND > 74.767.938.000 > 19.583.559.9756.305.925.3605.619.624.42119.605.797.122,numeric__31/12/2015 > Dự phòng VND > (12.424.672.050) > ----,numeric__31/12/2015 > Giá trị hợp lý VND > 62.343.265.950 > (*) (*) (*) (*) (*),"numeric__31/12/2015 > Tỷ lệ % sở hữu > 3,65% > 8,59%18,23%18,02%0,67%","numeric__1/1/2015 > Tỷ lệ % quyền biểu quyết > 3,65% > 8,59%18,23%18,02%0,67%",numeric__1/1/2015 > Giá gốc VNDĐã điều chỉnh lại (i) > 74.767.938.0002.530.498.318 > 19.583.559.97514.096.370.8536.305.925.36011.941.701.89423.093.152.591,numeric__1/1/2015 > Dự phòng VNDĐã điều chỉnh lại (i) > -74.767.938.000 > -----(*) (*) (*) (*) (*) (*)
,,,,,125.882.844.878,(12.424.672.050),,,,152.319.146.991,-,,,125882844878.0,-12424672050.0,,,,152319146991.0,
,,,,,2.880.934.019.822,(14.899.672.050),,,,3.494.122.263.278,-,,,2880934019822.0,-14899672050.0,,,,3494122263278.0,
