row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã điều chỉnh lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã điều chỉnh lại
"Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế vàbảo hiểm thất nghiệp","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế vàbảo hiểm thất nghiệp","Kinh phí công đoàn, bảo hiểm xã hội, bảo hiểm y tế vàbảo hiểm thất nghiệp",2.313.736.943,1.303.392.995,2313736943.0,1303392995.0
Phải trả các công ty liên quan,Phải trả các công ty liên quan,Phải trả các công ty liên quan,1.167.830.862,1.513.735.695,1167830862.0,1513735695.0
Quỹ từ thiện,Quỹ từ thiện,Quỹ từ thiện,3.551.073.470,3.716.601.527,3551073470.0,3716601527.0
Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,Phải trả về cổ phần hóa,5.449.245.603,5.449.245.603,5449245603.0,5449245603.0
Phải nộp Quỹ hỗ trợ sắp xếp và phát triển doanh nghiệp,Phải nộp Quỹ hỗ trợ sắp xếp và phát triển doanh nghiệp,Phải nộp Quỹ hỗ trợ sắp xếp và phát triển doanh nghiệp,-,356.716.713.904,,356716713904.0
Lợi nhuận năm 2014 phải nộp Nhà nước,Lợi nhuận năm 2014 phải nộp Nhà nước,Lợi nhuận năm 2014 phải nộp Nhà nước,-,159.250.645.027,,159250645027.0
Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phần tạicông ty con,Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phần tạicông ty con,Nhận đặt cọc theo hợp đồng chuyển nhượng cổ phần tạicông ty con,-,219.208.552.560,,219208552560.0
Phải trả cho các trường đào tạo (*),Phải trả cho các trường đào tạo (*),Phải trả cho các trường đào tạo (*),68.455.091.012,68.455.091.012,68455091012.0,68455091012.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,5.787.810.796,2.116.099.674,5787810796.0,2116099674.0
,,,86.724.788.686,817.730.077.997,86724788686.0,817730077997.0
Phần phải trả dài hạn khác đến hạn trả trongvòng 12 tháng,Phần phải trả dài hạn khác đến hạn trả trongvòng 12 tháng,Phần phải trả dài hạn khác đến hạn trả trongvòng 12 tháng,369.532.259.133,-,369532259133.0,
,,,456.257.047.819,817.730.077.997,456257047819.0,817730077997.0
