row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã điều chỉnh lại
Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 240 + 250 + 260),200,,4.363.320.570.302,4.113.720.640.374,200.0,,4363320570302.0,4113720640374.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,81.892.479.263,5.905.439.859,210.0,,81892479263.0,5905439859.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9(b),76.581.325.763,594.286.359,215.0,,76581325763.0,594286359.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,10(b),5.311.153.500,5.311.153.500,216.0,,5311153500.0,5311153500.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,476.848.349.915,486.270.946.408,220.0,,476848349915.0,486270946408.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,424.308.792.043,432.454.082.846,221.0,12.0,424308792043.0,432454082846.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,839.516.219.227,840.059.143.619,222.0,,839516219227.0,840059143619.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(415.207.427.184),(407.605.060.773),223.0,,-415207427184.0,-407605060773.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,13,52.539.557.872,53.816.863.562,227.0,13.0,52539557872.0,53816863562.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,63.079.878.600,63.145.078.600,228.0,,63079878600.0,63145078600.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(10.540.320.728),(9.328.215.038),229.0,,-10540320728.0,-9328215038.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,871.558.660.940,56.159.731.797,240.0,,871558660940.0,56159731797.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,14,871.558.660.940,56.159.731.797,242.0,14.0,871558660940.0,56159731797.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,7(b),2.866.034.347.772,3.494.122.263.278,250.0,,2866034347772.0,3494122263278.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,1.704.267.511.368,2.292.713.365.066,251.0,,1704267511368.0,2292713365066.0
"Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết","Đầu tư vào các công ty liên doanh, liên kết",252,,1.050.783.663.576,1.049.089.751.221,252.0,,1050783663576.0,1049089751221.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,125.882.844.878,152.319.146.991,253.0,,125882844878.0,152319146991.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(14.899.672.050),-,254.0,,-14899672050.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,66.986.732.412,71.262.259.032,260.0,,66986732412.0,71262259032.0
Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,261,15,66.986.732.412,71.262.259.032,261.0,15.0,66986732412.0,71262259032.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,7.047.133.499.524,6.765.603.021.793,270.0,,7047133499524.0,6765603021793.0
