row_label_raw,row_label_full,col_0,2015VND,2014VNDĐã điều chỉnh lại,numeric__2015VND,numeric__2014VNDĐã điều chỉnh lại
Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,,
Tăng các khoản phải thu ngắn hạn,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng > Tăng các khoản phải thu ngắn hạn,Tăng các khoản phải thu ngắn hạn,15.042.911.253,-,15042911253.0,
Giảm tài sản ngắn hạn khác,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng > Giảm tài sản ngắn hạn khác,Giảm tài sản ngắn hạn khác,273.884.410,-,273884410.0,
Giảm tài sản cố định hữu hình – giá trị còn lại,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng > Giảm tài sản cố định hữu hình – giá trị còn lại,Giảm tài sản cố định hữu hình – giá trị còn lại,35.240.501.179,-,35240501179.0,
Tăng đầu tư vào công ty con,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng > Tăng đầu tư vào công ty con,Tăng đầu tư vào công ty con,20.000.000.000,-,20000000000.0,
Giảm chi phí trả trước dài hạn,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng > Giảm chi phí trả trước dài hạn,Giảm chi phí trả trước dài hạn,2.832.730.144,-,2832730144.0,
Giảm vay ngắn hạn,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng > Giảm vay ngắn hạn,Giảm vay ngắn hạn,1.147.575.000,-,1147575000.0,
Giảm các khoản nợ ngắn hạn khác,Điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng > Giảm các khoản nợ ngắn hạn khác,Giảm các khoản nợ ngắn hạn khác,3.899.252.550,-,3899252550.0,
Thay đổi khác,Thay đổi khác,Thay đổi khác,Thay đổi khác,Thay đổi khác,,
Giảm đầu tư vào công ty con do được chia cổ tức liên quan đến giai đoạn trước cổ phần hóa,Thay đổi khác > Giảm đầu tư vào công ty con do được chia cổ tức liên quan đến giai đoạn trước cổ phần hóa,Giảm đầu tư vào công ty con do được chia cổ tức liên quan đến giai đoạn trước cổ phần hóa,4.080.000.000,-,4080000000.0,
Đối trừ khoản tiền đã nhận đặt cọc trong năm trước với khoản đầu tư vào công ty con liên quan đến việc chuyển nhượng toàn bộ số cổ phần thuộc sở hữu của Tập đoàn Đệt May Việt Nam tại Công ty Cổ phần Tài chính Đệt May cho một bên đối tác,Thay đổi khác > Đối trừ khoản tiền đã nhận đặt cọc trong năm trước với khoản đầu tư vào công ty con liên quan đến việc chuyển nhượng toàn bộ số cổ phần thuộc sở hữu của Tập đoàn Đệt May Việt Nam tại Công ty Cổ phần Tài chính Đệt May cho một bên đối tác,Đối trừ khoản tiền đã nhận đặt cọc trong năm trước với khoản đầu tư vào công ty con liên quan đến việc chuyển nhượng toàn bộ số cổ phần thuộc sở hữu của Tập đoàn Đệt May Việt Nam tại Công ty Cổ phần Tài chính Đệt May cho một bên đối tác,219.208.552.560,-,219208552560.0,
Tăng đầu tư vào công ty con do định giá lại giá trị khoản đầu tư tại thời điểm chuyển sang công ty cổ phần,Thay đổi khác > Tăng đầu tư vào công ty con do định giá lại giá trị khoản đầu tư tại thời điểm chuyển sang công ty cổ phần,Tăng đầu tư vào công ty con do định giá lại giá trị khoản đầu tư tại thời điểm chuyển sang công ty cổ phần,-,253.772.227.706,,253772227706.0
Tăng đầu tư vào công ty liên kết do định giá lại giá trị khoản đầu tư tại thời điểm chuyển sang công ty cổ phần,Thay đổi khác > Tăng đầu tư vào công ty liên kết do định giá lại giá trị khoản đầu tư tại thời điểm chuyển sang công ty cổ phần,Tăng đầu tư vào công ty liên kết do định giá lại giá trị khoản đầu tư tại thời điểm chuyển sang công ty cổ phần,-,164.858.757.686,,164858757686.0
