row_label_raw,row_label_full,col_0,Chi phí đấttrả trướcVND,Công cụvà dụng cụVND,Lợi thếkinh doanhVND,KhácVND,TổngVND,numeric__Chi phí đấttrả trướcVND,numeric__Công cụvà dụng cụVND,numeric__Lợi thếkinh doanhVND,numeric__KhácVND,numeric__TổngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,50.386.661.380,10.011.450.454,5.618.957.875,5.245.189.323,71.262.259.032,50386661380.0,10011450454.0,5618957875.0,5245189323.0,71262259032.0
Tăng do mua sắm trong năm,Tăng do mua sắm trong năm,Tăng do mua sắm trong năm,5.337.536.420,5.528.895.594,-,5.363.059.594,16.229.491.608,5337536420.0,5528895594.0,,5363059594.0,16229491608.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(3.253.536.334),(5.868.766.655),(1.872.985.959),(6.676.999.136),(17.672.288.084),-3253536334.0,-5868766655.0,-1872985959.0,-6676999136.0,-17672288084.0
Giảm do điều chuyển Xí nghiệp Sản xuấtKinh doanh Veston Hải Phòng,Giảm do điều chuyển Xí nghiệp Sản xuấtKinh doanh Veston Hải Phòng,Giảm do điều chuyển Xí nghiệp Sản xuấtKinh doanh Veston Hải Phòng,-,(2.832.730.144),-,-,(2.832.730.144),,-2832730144.0,,,-2832730144.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,52.470.661.466,6.838.849.249,3.745.971.916,3.931.249.781,66.986.732.412,52470661466.0,6838849249.0,3745971916.0,3931249781.0,66986732412.0
