row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã điều chỉnh lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã điều chỉnh lại
Phải thu của khách hàng là các công ty liên quan,Phải thu của khách hàng là các công ty liên quan,Phải thu của khách hàng là các công ty liên quan,Phải thu của khách hàng là các công ty liên quan,Phải thu của khách hàng là các công ty liên quan,,
▪ Công ty Cổ phần May Bình Minh,Phải thu của khách hàng là các công ty liên quan > ▪ Công ty Cổ phần May Bình Minh,▪ Công ty Cổ phần May Bình Minh,4.163.767.647,6.899.586.212,4163767647.0,6899586212.0
▪ Công ty TNHH Một thành viênDệt Kim Đông Phương,Phải thu của khách hàng là các công ty liên quan > ▪ Công ty TNHH Một thành viênDệt Kim Đông Phương,▪ Công ty TNHH Một thành viênDệt Kim Đông Phương,3.269.075.788,-,3269075788.0,
▪ Tổng Công ty May Nhà Bè – CTCP,Phải thu của khách hàng là các công ty liên quan > ▪ Tổng Công ty May Nhà Bè – CTCP,▪ Tổng Công ty May Nhà Bè – CTCP,3.109.591.063,-,3109591063.0,
▪ Công ty TNHH Nhà nước Một thành viên Dệt 8-3,Phải thu của khách hàng là các công ty liên quan > ▪ Công ty TNHH Nhà nước Một thành viên Dệt 8-3,▪ Công ty TNHH Nhà nước Một thành viên Dệt 8-3,19.184.449,12.191.741.900,19184449.0,12191741900.0
▪ Tổng Công ty Cổ phần Dệt Máy Hà Nội,Phải thu của khách hàng là các công ty liên quan > ▪ Tổng Công ty Cổ phần Dệt Máy Hà Nội,▪ Tổng Công ty Cổ phần Dệt Máy Hà Nội,-,1.971.216.841,,1971216841.0
▪ Công ty Cổ phần Dệt Kim Vinatex,Phải thu của khách hàng là các công ty liên quan > ▪ Công ty Cổ phần Dệt Kim Vinatex,▪ Công ty Cổ phần Dệt Kim Vinatex,224.403.549,1.458.892.273,224403549.0,1458892273.0
▪ Các công ty liên quan khác,Phải thu của khách hàng là các công ty liên quan > ▪ Các công ty liên quan khác,▪ Các công ty liên quan khác,474.710.736,180.656.000,474710736.0,180656000.0
Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,Phải thu các khách hàng khác,,
▪ Tổng Công ty Hàng không Việt Nam,Phải thu các khách hàng khác > ▪ Tổng Công ty Hàng không Việt Nam,▪ Tổng Công ty Hàng không Việt Nam,10.656.537.864,-,10656537864.0,
▪ Ozon Tekstil Konfeksiyon San. ve Tic. A.S.,Phải thu các khách hàng khác > ▪ Ozon Tekstil Konfeksiyon San. ve Tic. A.S.,▪ Ozon Tekstil Konfeksiyon San. ve Tic. A.S.,8.523.438.840,-,8523438840.0,
▪ Công ty Cổ phần Siêu thị Vinmart,Phải thu các khách hàng khác > ▪ Công ty Cổ phần Siêu thị Vinmart,▪ Công ty Cổ phần Siêu thị Vinmart,7.223.195.525,6.407.602.855,7223195525.0,6407602855.0
▪ Công ty TNHH Thương mại Nguyên Thạnh,Phải thu các khách hàng khác > ▪ Công ty TNHH Thương mại Nguyên Thạnh,▪ Công ty TNHH Thương mại Nguyên Thạnh,-,9.272.081.499,,9272081499.0
▪ Các khách hàng khác,Phải thu các khách hàng khác > ▪ Các khách hàng khác,▪ Các khách hàng khác,16.027.846.908,15.687.772.990,16027846908.0,15687772990.0
,,,53.691.752.369,54.069.550.570,53691752369.0,54069550570.0
