row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2015 VND,1/1/2015 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2015 VND,numeric__1/1/2015 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),TÀI SẢN > Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),100,,2.683.812.929.222,2.651.882.381.419,100.0,,2683812929222.0,2651882381419.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,1.712.384.244.945,1.745.124.016.452,110.0,6.0,1712384244945.0,1745124016452.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,129.517.613.946,40.057.723.784,111.0,,129517613946.0,40057723784.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,1.582.866.630.999,1.705.066.292.668,112.0,,1582866630999.0,1705066292668.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,64.041.000.000,216.252.500.000,120.0,,64041000000.0,216252500000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,7(a),64.041.000.000,216.252.500.000,123.0,,64041000000.0,216252500000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,810.737.912.616,646.158.494.374,130.0,,810737912616.0,646158494374.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,8,53.691.752.369,54.069.550.570,131.0,8.0,53691752369.0,54069550570.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,49.088.672.954,34.143.732.160,132.0,,49088672954.0,34143732160.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9(a),252.084.388.608,214.584.388.608,135.0,,252084388608.0,214584388608.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10(a),455.873.098.685,343.360.823.036,136.0,,455873098685.0,343360823036.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11,53.891.489.923,35.233.108.050,140.0,11.0,53891489923.0,35233108050.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,53.891.489.923,35.233.108.050,141.0,,53891489923.0,35233108050.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,42.758.281.738,9.114.262.543,150.0,,42758281738.0,9114262543.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,,725.425.448,1.082.705.917,151.0,,725425448.0,1082705917.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,41.636.902.032,6.407.782.770,152.0,,41636902032.0,6407782770.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,17(a),395.954.258,1.623.773.856,153.0,,395954258.0,1623773856.0
