row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã điều chỉnh lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã điều chỉnh lại
Các khoản phải thu về cổ phần hóa,Các khoản phải thu về cổ phần hóa,Các khoản phải thu về cổ phần hóa,4.939.586.648,4.740.995.262,4939586648.0,4740995262.0
Cổ tức phải thu,Cổ tức phải thu,Cổ tức phải thu,336.823.058.360,284.409.859.357,336823058360.0,284409859357.0
Tiền lãi cho vay,Tiền lãi cho vay,Tiền lãi cho vay,6.988.421.743,2.217.456.469,6988421743.0,2217456469.0
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,7.649.644.634,-,7649644634.0,
Phải thu từ Công ty TNHH Nhà nước Một thành viên,Phải thu từ Công ty TNHH Nhà nước Một thành viên,Phải thu từ Công ty TNHH Nhà nước Một thành viên,,,,
Dệt 8-3 do điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,Phải thu từ Công ty TNHH Nhà nước Một thành viên > Dệt 8-3 do điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,Dệt 8-3 do điều chuyển Xí nghiệp Sản xuất Kinh doanh Veston Hải Phòng,26.889.814.936,-,26889814936.0,
Phải thu khoản vốn đã góp vào Dự án Đồng Mai,Phải thu từ Công ty TNHH Nhà nước Một thành viên > Phải thu khoản vốn đã góp vào Dự án Đồng Mai,Phải thu khoản vốn đã góp vào Dự án Đồng Mai,22.500.000.000,22.500.000.000,22500000000.0,22500000000.0
Phải thu từ Công ty TNHH Nhà nước Một thành viên,Phải thu từ Công ty TNHH Nhà nước Một thành viên,Phải thu từ Công ty TNHH Nhà nước Một thành viên,,,,
Dệt 8-3 liên quan đến khoản trợ cấp thất nghiệp,Phải thu từ Công ty TNHH Nhà nước Một thành viên > Dệt 8-3 liên quan đến khoản trợ cấp thất nghiệp,Dệt 8-3 liên quan đến khoản trợ cấp thất nghiệp,15.691.562.952,15.691.562.952,15691562952.0,15691562952.0
Tạm ứng cho công nhân viên,Phải thu từ Công ty TNHH Nhà nước Một thành viên > Tạm ứng cho công nhân viên,Tạm ứng cho công nhân viên,2.570.188.000,2.013.487.938,2570188000.0,2013487938.0
Phải thu thuế giá trị gia tăng được hoàn,Phải thu từ Công ty TNHH Nhà nước Một thành viên > Phải thu thuế giá trị gia tăng được hoàn,Phải thu thuế giá trị gia tăng được hoàn,19.065.245.191,-,19065245191.0,
Các khoản phải thu ngắn hạn khác,Phải thu từ Công ty TNHH Nhà nước Một thành viên > Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,12.755.576.221,11.787.461.058,12755576221.0,11787461058.0
,,,455.873.098.685,343.360.823.036,455873098685.0,343360823036.0
