row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã điều chỉnh lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã điều chỉnh lại
Tổng Công ty Cổ phần Phong Phú,Tổng Công ty Cổ phần Phong Phú,Tổng Công ty Cổ phần Phong Phú,60.729.316.657,56.113.194.000,60729316657.0,56113194000.0
Tổng Công ty Cổ phần Đệt May Hà Nội,Tổng Công ty Cổ phần Đệt May Hà Nội,Tổng Công ty Cổ phần Đệt May Hà Nội,58.020.656.841,51.128.840.000,58020656841.0,51128840000.0
Công ty TNHH Nhà nước Một thành viên Đệt 8-3,Công ty TNHH Nhà nước Một thành viên Đệt 8-3,Công ty TNHH Nhà nước Một thành viên Đệt 8-3,44.627.801.679,18.035.446.743,44627801679.0,18035446743.0
Tổng Công ty Cổ phần May Việt Tiến,Tổng Công ty Cổ phần May Việt Tiến,Tổng Công ty Cổ phần May Việt Tiến,40.217.760.000,40.217.760.000,40217760000.0,40217760000.0
Tổng Công ty Cổ phần Đệt May Hòa Thọ,Tổng Công ty Cổ phần Đệt May Hòa Thọ,Tổng Công ty Cổ phần Đệt May Hòa Thọ,32.227.446.000,21.484.964.000,32227446000.0,21484964000.0
Công ty Cổ phần Đầu tư Phát triển Phong Phú,Công ty Cổ phần Đầu tư Phát triển Phong Phú,Công ty Cổ phần Đầu tư Phát triển Phong Phú,22.500.000.000,22.500.000.000,22500000000.0,22500000000.0
Tổng Công ty Việt Thắng – CTCP,Tổng Công ty Việt Thắng – CTCP,Tổng Công ty Việt Thắng – CTCP,19.710.000.000,24.637.500.000,19710000000.0,24637500000.0
Công ty TNHH Một thành viên Đệt kim Đông Xuân,Công ty TNHH Một thành viên Đệt kim Đông Xuân,Công ty TNHH Một thành viên Đệt kim Đông Xuân,17.763.645.637,-,17763645637.0,
Công ty Cổ phần Sự Phú Bài,Công ty Cổ phần Sự Phú Bài,Công ty Cổ phần Sự Phú Bài,16.153.620.000,7.272.954.000,16153620000.0,7272954000.0
Công ty Cổ phần Đệt May Huế,Công ty Cổ phần Đệt May Huế,Công ty Cổ phần Đệt May Huế,14.745.748.500,9.830.499.000,14745748500.0,9830499000.0
Tổng Công ty May Hưng Yên – CTCP,Tổng Công ty May Hưng Yên – CTCP,Tổng Công ty May Hưng Yên – CTCP,14.230.339.200,11.858.616.000,14230339200.0,11858616000.0
Tổng Công ty May Nhà Bè – CTCP,Tổng Công ty May Nhà Bè – CTCP,Tổng Công ty May Nhà Bè – CTCP,12.600.000.000,12.600.000.000,12600000000.0,12600000000.0
Công ty TNHH Một thành viên Đệt Kim Đông phương,Công ty TNHH Một thành viên Đệt Kim Đông phương,Công ty TNHH Một thành viên Đệt Kim Đông phương,8.866.269.693,-,8866269693.0,
Tổng Công ty Đức Giang – CTCP,Tổng Công ty Đức Giang – CTCP,Tổng Công ty Đức Giang – CTCP,7.959.238.000,7.959.238.000,7959238000.0,7959238000.0
Tổng Công ty Cổ phần May 10,Tổng Công ty Cổ phần May 10,Tổng Công ty Cổ phần May 10,7.102.360.000,6.628.868.000,7102360000.0,6628868000.0
Các công ty liên quan khác,Các công ty liên quan khác,Các công ty liên quan khác,30.802.734.209,33.437.537.460,30802734209.0,33437537460.0
,,,408.256.936.416,323.705.417.203,408256936416.0,323705417203.0
