row_label_raw,row_label_full,Tổ chức đăng ký niêm yết,: CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ ĐỊA ÓC NO VA,numeric__: CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ ĐỊA ÓC NO VA
Listing registration organization,Listing registration organization,Listing registration organization,: NO VA LAND INVESTMENT GROUP CORPORATION,
Tên tiếng Anh,Tên tiếng Anh,Tên tiếng Anh,: No Va Land Investment Group Corporation,
English name,English name,English name,: No Va Land Investment Group Corporation,
Tên viết tắt,Tên viết tắt,Tên viết tắt,: Novaland Group Corp,
Abbreviated name,Abbreviated name,Abbreviated name,: Novaland Group Corp,
Địa chỉ trụ sở chính,Địa chỉ trụ sở chính,Địa chỉ trụ sở chính,": 313B - 315 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP.HCM",
Head office address,Head office address,Head office address,": 313B - 315 Nam Ky Khoi Nghia, Vo Thi Sau Ward, District 3, HCMC",
Điện thoại,Điện thoại,Điện thoại,: (84) 906 35 38 38,
Phone,Phone,Phone,: (84) 906 35 38 38,
Website,Website,Website,: www.novaland.com.vn,
