row_label_raw,row_label_full,col_0,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
a. Chi phí trả trước ngắn hạn,a. Chi phí trả trước ngắn hạn,a. Chi phí trả trước ngắn hạn,26.546.566.154,28.062.781.070,26546566154.0,28062781070.0
Chi phí bán hàng phân bổ theo doanh thu bất động sản khi bàn giao,Chi phí bán hàng phân bổ theo doanh thu bất động sản khi bàn giao,Chi phí bán hàng phân bổ theo doanh thu bất động sản khi bàn giao,22.704.402.087,22.809.236.147,22704402087.0,22809236147.0
"Công cụ, dụng cụ và chi phí chờ phân bổ khác","Công cụ, dụng cụ và chi phí chờ phân bổ khác","Công cụ, dụng cụ và chi phí chờ phân bổ khác",3.842.164.067,5.253.544.923,3842164067.0,5253544923.0
b. Chi phí trả trước dài hạn,b. Chi phí trả trước dài hạn,b. Chi phí trả trước dài hạn,3.771.029.165,2.572.678.394,3771029165.0,2572678394.0
Chi phí xây dựng cải tạo văn phòng,Chi phí xây dựng cải tạo văn phòng,Chi phí xây dựng cải tạo văn phòng,2.188.655.339,777.635.000,2188655339.0,777635000.0
Chi phí bán hàng phân bổ theo doanh thu bất động sản khi bàn giao,Chi phí bán hàng phân bổ theo doanh thu bất động sản khi bàn giao,Chi phí bán hàng phân bổ theo doanh thu bất động sản khi bàn giao,538.916.943,579.920.906,538916943.0,579920906.0
"Công cụ, dụng cụ xuất dùng, các khoản khác","Công cụ, dụng cụ xuất dùng, các khoản khác","Công cụ, dụng cụ xuất dùng, các khoản khác",1.043.456.883,1.215.122.488,1043456883.0,1215122488.0
Cộng,Cộng,Cộng,30.317.595.319,30.635.459.464,30317595319.0,30635459464.0
Biến động về chi phí trả trước trong năm như sau:,Biến động về chi phí trả trước trong năm như sau:,Biến động về chi phí trả trước trong năm như sau:,Năm 2024,Năm 2023,,
Số dư đầu năm,Biến động về chi phí trả trước trong năm như sau: > Số dư đầu năm,Số dư đầu năm,30.635.459.464,41.077.879.118,30635459464.0,41077879118.0
Tăng trong năm,Biến động về chi phí trả trước trong năm như sau: > Tăng trong năm,Tăng trong năm,7.198.920.991,14.386.659.773,7198920991.0,14386659773.0
Tăng khác,Biến động về chi phí trả trước trong năm như sau: > Tăng khác,Tăng khác,2.071.746.002,-,2071746002.0,
Phân bổ trong năm,Biến động về chi phí trả trước trong năm như sau: > Phân bổ trong năm,Phân bổ trong năm,(4.944.479.258),(24.829.079.427),-4944479258.0,-24829079427.0
Kết chuyển khác,Biến động về chi phí trả trước trong năm như sau: > Kết chuyển khác,Kết chuyển khác,(4.644.051.880),-,-4644051880.0,
Số dư cuối năm,Biến động về chi phí trả trước trong năm như sau: > Số dư cuối năm,Số dư cuối năm,30.317.595.319,30.635.459.464,30317595319.0,30635459464.0
