row_label_raw,row_label_full,Dài hạn,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
Dự phòng bảo hành sản phẩm bắt động sản đã hoàn thành và bàn giao,Dự phòng bảo hành sản phẩm bắt động sản đã hoàn thành và bàn giao,Dự phòng bảo hành sản phẩm bắt động sản đã hoàn thành và bàn giao,2.412.376.550,7.116.345.258,2412376550.0,7116345258.0
Cộng,Cộng,Cộng,2.412.376.550,7.116.345.258,2412376550.0,7116345258.0
Dự phòng nợ phải trả - chi tiết phát sinh như sau:,Dự phòng nợ phải trả - chi tiết phát sinh như sau:,Dự phòng nợ phải trả - chi tiết phát sinh như sau:,,Dài hạn,,
Số đầu năm,Dự phòng nợ phải trả - chi tiết phát sinh như sau: > Số đầu năm,Số đầu năm,,7.116.345.258,,7116345258.0
Số hoàn nhập,Dự phòng nợ phải trả - chi tiết phát sinh như sau: > Số hoàn nhập,Số hoàn nhập,,(4.703.968.708),,-4703968708.0
Số cuối năm,Dự phòng nợ phải trả - chi tiết phát sinh như sau: > Số cuối năm,Số cuối năm,,2.412.376.550,,2412376550.0
