row_label_raw,row_label_full,col_0,Tỷ lệ vốn góp31/12/2024,31/12/2024,01/01/2024,numeric__Tỷ lệ vốn góp31/12/2024,numeric__31/12/2024,numeric__01/01/2024
Công ty Cổ phần Diamond Properties,Công ty Cổ phần Diamond Properties,Công ty Cổ phần Diamond Properties,"8,65%",1.686.609.870.000,1.764.153.930.000,0.08650000000000001,1686609870000.0,1764153930000.0
Công ty Cổ phần Nova Group,Công ty Cổ phần Nova Group,Công ty Cổ phần Nova Group,"17,63%",3.438.407.580.000,3.822.574.330.000,0.17629999999999998,3438407580000.0,3822574330000.0
Cổ đông khác,Cổ đông khác,Cổ đông khác,"73,72%",14.376.027.930.000,13.914.317.120.000,0.7372,14376027930000.0,13914317120000.0
Cộng,Cộng,Cộng,"100,00%",19.501.045.380.000,19.501.045.380.000,1.0,19501045380000.0,19501045380000.0
