row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Dự phòng,01/01/2024 > Giá trị,01/01/2024 > Dự phòng,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Dự phòng,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Dự phòng
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,8.081.285.239.407,(16.695.365.342),1.569.571.969.091,(15.000.000.000),8081285239407.0,-16695365342.0,1569571969091.0,-15000000000.0
Phải thu chuyển nhượng vốn (1),Phải thu chuyển nhượng vốn (1),Phải thu chuyển nhượng vốn (1),5.132.000.000.000,-,-,-,5132000000000.0,,,
+ Công ty TNHH Phát triển BĐS Nhà Xinh,+ Công ty TNHH Phát triển BĐS Nhà Xinh,+ Công ty TNHH Phát triển BĐS Nhà Xinh,3.000.000.000.000,-,-,-,3000000000000.0,,,
+ Công ty TNHH Đầu tư và Phát triển BĐS Bạch Dương,+ Công ty TNHH Đầu tư và Phát triển BĐS Bạch Dương,+ Công ty TNHH Đầu tư và Phát triển BĐS Bạch Dương,2.132.000.000.000,-,-,-,2132000000000.0,,,
Hợp tác đầu tư phát triển dự án Công ty Cổ phần Mũi Yến (3),Hợp tác đầu tư phát triển dự án Công ty Cổ phần Mũi Yến (3),Hợp tác đầu tư phát triển dự án Công ty Cổ phần Mũi Yến (3),1.800.000.000.000,-,-,-,1800000000000.0,,,
Phải thu cấn trừ công nợ Công ty Cổ phần Galactic Group (2),Phải thu cấn trừ công nợ Công ty Cổ phần Galactic Group (2),Phải thu cấn trừ công nợ Công ty Cổ phần Galactic Group (2),960.000.000.000,-,-,-,960000000000.0,,,
"Phải thu đặt cọc, ký quỹ, ký cược","Phải thu đặt cọc, ký quỹ, ký cược","Phải thu đặt cọc, ký quỹ, ký cược",108.200.974.207,-,1.065.115.274.615,-,108200974207.0,,1065115274615.0,
+ Phải thu ký quỹ khác,+ Phải thu ký quỹ khác,+ Phải thu ký quỹ khác,108.200.974.207,,105.115.274.615,,108200974207.0,,105115274615.0,
+ Đặt cọc mua cổ phần -Công ty TNHH Đầu tư BĐS Light City (2),+ Đặt cọc mua cổ phần -Công ty TNHH Đầu tư BĐS Light City (2),+ Đặt cọc mua cổ phần -Công ty TNHH Đầu tư BĐS Light City (2),-,-,960.000.000.000,-,,,960000000000.0,
Tạm ứng,Tạm ứng,Tạm ứng,748.424.132,-,429.253.307,,748424132.0,,429253307.0,
Phải thu khác bên thứ 3,Phải thu khác bên thứ 3,Phải thu khác bên thứ 3,26.715.936.470,(1.695.365.342),24.297.477.801,,26715936470.0,-1695365342.0,24297477801.0,
Phải thu khác bên liên quan (c),Phải thu khác bên liên quan (c),Phải thu khác bên liên quan (c),53.619.904.598,(15.000.000.000),479.729.963.368,(15.000.000.000),53619904598.0,-15000000000.0,479729963368.0,-15000000000.0
+ Phải thu lãi hợp tác đầu tư,+ Phải thu lãi hợp tác đầu tư,+ Phải thu lãi hợp tác đầu tư,6.085.917.688,-,376.820.563.422,-,6085917688.0,,376820563422.0,
+ Phải thu khác,+ Phải thu khác,+ Phải thu khác,47.533.986.910,(15.000.000.000),102.909.399.946,(15.000.000.000),47533986910.0,-15000000000.0,102909399946.0,-15000000000.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,5.890.665.332.784,(16.502.000.000),7.692.095.985.784,-,5890665332784.0,-16502000000.0,7692095985784.0,
Hợp tác đầu tư phát triển dự án Công ty Cổ phần Mũi Yến (3),Hợp tác đầu tư phát triển dự án Công ty Cổ phần Mũi Yến (3),Hợp tác đầu tư phát triển dự án Công ty Cổ phần Mũi Yến (3),-,-,1.800.000.000.000,-,,,1800000000000.0,
Hợp tác đầu tư phát triển dự án Công ty TNHH Phát Triển BĐS An Khang (3),Hợp tác đầu tư phát triển dự án Công ty TNHH Phát Triển BĐS An Khang (3),Hợp tác đầu tư phát triển dự án Công ty TNHH Phát Triển BĐS An Khang (3),1.250.000.000.000,-,1.250.000.000.000,-,1250000000000.0,,1250000000000.0,
Hợp tác đầu tư phát triển dự án Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (3) (c),Hợp tác đầu tư phát triển dự án Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (3) (c),Hợp tác đầu tư phát triển dự án Bên liên quan - Công ty TNHH BĐS Đà Lạt Valley (3) (c),4.623.600.000.000,-,4.623.600.000.000,-,4623600000000.0,,4623600000000.0,
"Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn","Ký quỹ, ký cược dài hạn",17.065.332.784,(16.502.000.000),18.495.985.784,-,17065332784.0,-16502000000.0,18495985784.0,
Cộng,Cộng,Cộng,13.971.950.572.191,(33.197.365.342),9.261.667.954.875,(15.000.000.000),13971950572191.0,-33197365342.0,9261667954875.0,-15000000000.0
