row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,184.082.062.968,222.006.658.989,1.0,,184082062968.0,222006658989.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,-,-,2.0,,,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),10,VI.2,184.082.062.968,222.006.658.989,10.0,,184082062968.0,222006658989.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,VI.3,175.529.147.916,191.719.776.293,11.0,,175529147916.0,191719776293.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 -11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 -11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 -11),20,,8.552.915.052,30.286.882.696,20.0,,8552915052.0,30286882696.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,VI.4,5.587.920.217.928,1.199.904.775.197,21.0,,5587920217928.0,1199904775197.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,VI.5,5.349.347.380.866,5.377.151.371.782,22.0,,5349347380866.0,5377151371782.0
8. Trong đó: Chi phí lãi vay,8. Trong đó: Chi phí lãi vay,8. Trong đó: Chi phí lãi vay,23,,3.841.522.630.680,4.065.675.739.090,23.0,,3841522630680.0,4065675739090.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,VI.6,4.913.208.408,7.694.523.522,25.0,,4913208408.0,7694523522.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,VI.7,83.203.276.063,96.029.877.309,26.0,,83203276063.0,96029877309.0
11. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 - 25 - 26),11. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 - 25 - 26),11. Lợi nhuận thuần từ hoạt động kinh doanh(30 = 20 + 21 - 22 - 25 - 26),30,,159.009.267.643,(4.250.684.114.720),30.0,,159009267643.0,-4250684114720.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,VI.8,11.861.821.294,383.256.155.557,31.0,,11861821294.0,383256155557.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,VI.9,1.210.480.201,1.842.775.609,32.0,,1210480201.0,1842775609.0
14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),14. Lợi nhuận khác (40 = 31 - 32),40,,10.651.341.093,381.413.379.948,40.0,,10651341093.0,381413379948.0
15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),15. Tổng lợi nhuận kế toán trước thuế(50 = 30 + 40),50,,169.660.608.736,(3.869.270.734.772),50.0,,169660608736.0,-3869270734772.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,VI.11,-,-,51.0,,,
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,VI.12.1,939.922.972,-,52.0,,939922972.0,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 -52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 -52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 -52),60,,168.720.685.764,(3.869.270.734.772),60.0,,168720685764.0,-3869270734772.0
