row_label_raw,row_label_full,Dưới 1 năm > Từ 1 đến 5 năm > Trên 5 năm,Năm 2024 > 6.154.007.342 > 10.920.700.364 > 51.823.551.629,Năm 2023 > 7.177.857.678 > 12.110.329.099 > 53.555.656.865,numeric__Năm 2024 > 6.154.007.342 > 10.920.700.364 > 51.823.551.629,numeric__Năm 2023 > 7.177.857.678 > 12.110.329.099 > 53.555.656.865
Cộng,Cộng,Cộng,68.898.259.335,72.843.843.642,68898259335.0,72843843642.0
b. Ngoại tệ các loại,b. Ngoại tệ các loại,b. Ngoại tệ các loại,31/12/2024,01/01/2024,,
b. Ngoại tệ các loại,b. Ngoại tệ các loại,b. Ngoại tệ các loại,Giá trị (USD),Giá trị (USD),,
USD,b. Ngoại tệ các loại > USD,USD,"4.104,52","4.117,72",4104.52,4117.72
