row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),B. TÀI SẢN DÀI HẠN(200 = 210 + 220 + 230 +240 + 250 + 260),200,,78.117.343.505.543,84.337.061.234.601,200.0,,78117343505543.0,84337061234601.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,5.874.163.332.784,7.692.095.985.784,210.0,,5874163332784.0,7692095985784.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,V.6b,5.890.665.332.784,7.692.095.985.784,216.0,,5890665332784.0,7692095985784.0
2. Dự phòng phải thu dài hạn khó đòi,2. Dự phòng phải thu dài hạn khó đòi,2. Dự phòng phải thu dài hạn khó đòi,219,V.5b,(16.502.000.000),-,219.0,,-16502000000.0,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,515.317.028.638,537.876.148.834,220.0,,515317028638.0,537876148834.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.9,453.345.747.724,468.103.180.090,221.0,,453345747724.0,468103180090.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,222,,604.993.568.669,610.947.910.869,222.0,,604993568669.0,610947910869.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(151.647.820.945),(142.844.730.779),223.0,,-151647820945.0,-142844730779.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.10,61.971.280.914,69.772.968.744,227.0,,61971280914.0,69772968744.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,169.887.346.122,169.887.346.122,228.0,,169887346122.0,169887346122.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(107.916.065.208),(100.114.377.378),229.0,,-107916065208.0,-100114377378.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.11,328.099.042.176,334.191.850.357,230.0,,328099042176.0,334191850357.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,387.467.333.888,387.467.333.888,231.0,,387467333888.0,387467333888.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(59.368.291.712),(53.275.483.531),232.0,,-59368291712.0,-53275483531.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,186.105.859.436,188.449.681.517,240.0,,186105859436.0,188449681517.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,V.12,181.998.060.395,181.998.060.395,241.0,,181998060395.0,181998060395.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,V.13,4.107.799.041,6.451.621.122,242.0,,4107799041.0,6451621122.0
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,V.2,71.209.851.262.744,75.580.899.016.143,250.0,,71209851262744.0,75580899016143.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,V.2a,71.547.471.079.802,75.817.539.582.977,251.0,,71547471079802.0,75817539582977.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,V.2b,75.392.060.000,75.392.060.000,252.0,,75392060000.0,75392060000.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,V.2c,22.325.600.000,24.900.000.000,253.0,,22325600000.0,24900000000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(435.337.477.058),(336.932.626.834),254.0,,-435337477058.0,-336932626834.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,3.806.979.765,3.548.551.966,260.0,,3806979765.0,3548551966.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,V.8b,3.771.029.165,2.572.678.394,261.0,,3771029165.0,2572678394.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,VI.12.1,35.950.600,975.873.572,262.0,,35950600.0,975873572.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,90.001.575.480.611,89.208.650.471.933,270.0,,90001575480611.0,89208650471933.0
