row_label_raw,row_label_full,Chi tiết,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
"Dự án Lucky Dragon - Phường Phước Long B, Tp. Thủ Đức","Dự án Lucky Dragon - Phường Phước Long B, Tp. Thủ Đức","Dự án Lucky Dragon - Phường Phước Long B, Tp. Thủ Đức",616.210.939,616.210.939,616210939.0,616210939.0
"Dự án Tropic Garden 2 - Phường Thảo Điền, Tp. Thủ Đức","Dự án Tropic Garden 2 - Phường Thảo Điền, Tp. Thủ Đức","Dự án Tropic Garden 2 - Phường Thảo Điền, Tp. Thủ Đức",5.253.155.572,5.253.155.572,5253155572.0,5253155572.0
"Dự án Orchard - Phường 9, Quận Phú Nhuận","Dự án Orchard - Phường 9, Quận Phú Nhuận","Dự án Orchard - Phường 9, Quận Phú Nhuận",7.337.006.272,7.337.006.272,7337006272.0,7337006272.0
Cộng,Cộng,Cộng,13.206.372.783,13.206.372.783,13206372783.0,13206372783.0
