row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,169.660.608.736,(3.869.270.734.772),1.0,,169660608736.0,-3869270734772.0
2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,2. Điều chỉnh cho các khoản :,,,,
- Khấu hao tài sản cố định và bất động sản đầu tư,2. Điều chỉnh cho các khoản : > - Khấu hao tài sản cố định và bất động sản đầu tư,- Khấu hao tài sản cố định và bất động sản đầu tư,02,,28.651.928.377,40.192.116.680,2.0,,28651928377.0,40192116680.0
- Các khoản dự phòng,2. Điều chỉnh cho các khoản : > - Các khoản dự phòng,- Các khoản dự phòng,03,,115.982.801.279,351.932.626.834,3.0,,115982801279.0,351932626834.0
- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,2. Điều chỉnh cho các khoản : > - Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,- Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,750.875.944.728,480.168.323.002,4.0,,750875944728.0,480168323002.0
- Lãi từ hoạt động đầu tư,2. Điều chỉnh cho các khoản : > - Lãi từ hoạt động đầu tư,- Lãi từ hoạt động đầu tư,05,,(4.557.317.620.602),(52.843.290.652),5.0,,-4557317620602.0,-52843290652.0
- Chi phí lãi vay và chi phí phát hành trái phiếu,2. Điều chỉnh cho các khoản : > - Chi phí lãi vay và chi phí phát hành trái phiếu,- Chi phí lãi vay và chi phí phát hành trái phiếu,06,,3.952.693.822.997,4.310.662.947.974,6.0,,3952693822997.0,4310662947974.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản : > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,460.547.485.515,1.260.841.989.066,8.0,,460547485515.0,1260841989066.0
- (Tăng)/giảm các khoản phải thu,2. Điều chỉnh cho các khoản : > - (Tăng)/giảm các khoản phải thu,- (Tăng)/giảm các khoản phải thu,09,,(3.268.766.158.036),4.226.399.996.099,9.0,,-3268766158036.0,4226399996099.0
- (Tăng)/giảm hàng tồn kho,2. Điều chỉnh cho các khoản : > - (Tăng)/giảm hàng tồn kho,- (Tăng)/giảm hàng tồn kho,10,,10.826.820.396,(4.699.238.462),10.0,,10826820396.0,-4699238462.0
"- Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","2. Điều chỉnh cho các khoản : > - Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)","- Tăng/(giảm) các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",11,,1.784.860.991.974,569.646.542.216,11.0,,1784860991974.0,569646542216.0
- (Tăng)/giảm chi phí trả trước,2. Điều chỉnh cho các khoản : > - (Tăng)/giảm chi phí trả trước,- (Tăng)/giảm chi phí trả trước,12,,317.864.145,10.442.419.654,12.0,,317864145.0,10442419654.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản : > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(804.159.310.402),(2.230.293.300.372),14.0,,-804159310402.0,-2230293300372.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản : > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,(1.816.372.306.408),3.832.338.408.201,20.0,,-1816372306408.0,3832338408201.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chỉ để mua sắm, xây dựng TSCĐ và các TSDH khác",21,,-,(3.195.391.894),21.0,,,-3195391894.0
