row_label_raw,row_label_full,Chỉ tiêu,Bảng cân đối kế toán > 31/12/2024,Bảng cân đối kế toán > 01/01/2024,Báo cáo kết quả hoạt động kinh doanh > Năm 2024,Báo cáo kết quả hoạt động kinh doanh > Năm 2023,numeric__Bảng cân đối kế toán > 31/12/2024,numeric__Bảng cân đối kế toán > 01/01/2024,numeric__Báo cáo kết quả hoạt động kinh doanh > Năm 2024,numeric__Báo cáo kết quả hoạt động kinh doanh > Năm 2023
1. Tài sản thuế TNDN hoãn lại,1. Tài sản thuế TNDN hoãn lại,1. Tài sản thuế TNDN hoãn lại,35.950.600,2.837.565.738,2.801.615.138,-,35950600.0,2837565738.0,2801615138.0,
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,35.950.600,1.974.391.682,1.938.441.082,-,35950600.0,1974391682.0,1938441082.0,
"Chi phí trích trước, hoa hồng","Chi phí trích trước, hoa hồng","Chi phí trích trước, hoa hồng",-,863.174.056,863.174.056,-,,863174056.0,863174056.0,
2. Thuế TNDN hoãn lại phải trả,2. Thuế TNDN hoãn lại phải trả,2. Thuế TNDN hoãn lại phải trả,-,1.861.692.166,1.861.692.166,-,,1861692166.0,1861692166.0,
Khấu hao tài sản cố định.,Khấu hao tài sản cố định.,Khấu hao tài sản cố định.,-,1.861.692.166,1.861.692.166,-,,1861692166.0,1861692166.0,
3. Thuế thu nhập hoãn lại thuần trình bày CĐKT (1-2),3. Thuế thu nhập hoãn lại thuần trình bày CĐKT (1-2),3. Thuế thu nhập hoãn lại thuần trình bày CĐKT (1-2),35.950.600,975.873.572,,,35950600.0,975873572.0,,
4. Thuế TNDN hoãn lại tính vào KQHĐ kinh doanh (1-2),4. Thuế TNDN hoãn lại tính vào KQHĐ kinh doanh (1-2),4. Thuế TNDN hoãn lại tính vào KQHĐ kinh doanh (1-2),,,939.922.972,-,,,939922972.0,
