row_label_raw,row_label_full,Thuế giá trị gia tăng được khẩu trừ,01/01/2024 > 18.362.698.412,Số phát sinh tăng > 27.906.722.748,Số phát sinh giảm > 15.349.201.783,31/12/2024 > 30.920.219.377,numeric__01/01/2024 > 18.362.698.412,numeric__Số phát sinh tăng > 27.906.722.748,numeric__Số phát sinh giảm > 15.349.201.783,numeric__31/12/2024 > 30.920.219.377
Thuế TNDN tạm nộp 1%,Thuế TNDN tạm nộp 1%,Thuế TNDN tạm nộp 1%,3.398.844.983,-,683.988.330,2.714.856.653,3398844983.0,,683988330.0,2714856653.0
Thuế TNDN nộp thừa,Thuế TNDN nộp thừa,Thuế TNDN nộp thừa,266.404.354,683.988.330,-,950.392.684,266404354.0,683988330.0,,950392684.0
Cộng,Cộng,Cộng,22.027.947.749,28.590.711.078,16.033.190.113,34.585.468.714,22027947749.0,28590711078.0,16033190113.0,34585468714.0
