row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
C. NỘ PHẢI TRẢ(300 = 310 + 330),C. NỘ PHẢI TRẢ(300 = 310 + 330),C. NỘ PHẢI TRẢ(300 = 310 + 330),300,,67.191.913.586.293,66.567.709.263.379,300.0,,67191913586293.0,66567709263379.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,38.205.302.121.048,27.624.447.836.357,310.0,,38205302121048.0,27624447836357.0
1. Phải trả cho người bán ngắn hạn,1. Phải trả cho người bán ngắn hạn,1. Phải trả cho người bán ngắn hạn,311,V.14,325.072.414.584,349.175.664.317,311.0,,325072414584.0,349175664317.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,V.15,281.403.665.254,315.418.485.515,312.0,,281403665254.0,315418485515.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,V.16a,3.176.909.131,8.884.201.572,313.0,,3176909131.0,8884201572.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,1.536.456.261,1.700.195.200,314.0,,1536456261.0,1700195200.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,V.17a,5.407.835.233.567,3.171.864.296.792,315.0,,5407835233567.0,3171864296792.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,V.18,1.372.105.248,1.372.105.236,318.0,,1372105248.0,1372105236.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,V.19a,6.455.452.790.362,2.981.377.570.196,319.0,,6455452790362.0,2981377570196.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,V.20a,25.724.617.839.292,20.789.820.610.180,320.0,,25724617839292.0,20789820610180.0
"9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi",322,,4.834.707.349,4.834.707.349,322.0,,4834707349.0,4834707349.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,28.986.611.465.245,38.943.261.427.022,330.0,,28986611465245.0,38943261427022.0
1. Chi phí phải trả dài hạn,1. Chi phí phải trả dài hạn,1. Chi phí phải trả dài hạn,333,V.17b,342.309.912.572,-,333.0,,342309912572.0,
2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,2. Doanh thu chưa thực hiện dài hạn,336,V.18,56.141.972.724,57.514.077.976,336.0,,56141972724.0,57514077976.0
3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,3. Phải trả dài hạn khác,337,V.19b,18.647.409.000.000,23.419.119.798.205,337.0,,18647409000000.0,23419119798205.0
4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,4. Vay và nợ thuê tài chính dài hạn,338,V.20b,9.938.338.203.399,15.459.511.205.583,338.0,,9938338203399.0,15459511205583.0
5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,5. Dự phòng phải trả dài hạn,342,V.21,2.412.376.550,7.116.345.258,342.0,,2412376550.0,7116345258.0
