row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,140.269.244.513,83.956.028.655,140269244513.0,83956028655.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,58.227.638.000,57.963.920.000,58227638000.0,57963920000.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",5.993.510.000,5.618.268.000,5993510000.0,5618268000.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,1.854.381.801,2.090.363.545,1854381801.0,2090363545.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,64.998.779.482,9.251.077.000,64998779482.0,9251077000.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,9.194.935.230,9.032.400.110,9194935230.0,9032400110.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,352.058.622.213,102.327.474.252,352058622213.0,102327474252.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,57.649.362.995,57.895.691.600,57649362995.0,57895691600.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,6.592.223.676,3.780.470.765,6592223676.0,3780470765.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,24.544.394.078,9.592.548.612,24544394078.0,9592548612.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,20.210.546.061,21.806.804.881,20210546061.0,21806804881.0
- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,235.057.244.004,2.215.808.519,235057244004.0,2215808519.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,8.004.851.399,7.036.149.875,8004851399.0,7036149875.0
TỔNG CỔNG,TỔNG CỔNG,TỔNG CỔNG,492.327.866.726,186.283.502.907,492327866726.0,186283502907.0
