row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,9.877.106.442.187,9.792.829.625.617,9877106442187.0,9792829625617.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.965.566.569.170,4.266.363.812.948,4965566569170.0,4266363812948.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",4.158.357.969.713,5.509.817.998.454,4158357969713.0,5509817998454.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,753.181.903.304,16.647.814.215,753181903304.0,16647814215.0
Các khoản giảm trừ doanh thu,Trong đó > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(58.328.685.425),(50.373.468.966),-58328685425.0,-50373468966.0
Chiết khấu thương mại,Trong đó > Chiết khấu thương mại,Chiết khấu thương mại,(57.000.833.925),(47.733.886.576),-57000833925.0,-47733886576.0
Hàng bán bị trả lại,Trong đó > Hàng bán bị trả lại,Hàng bán bị trả lại,(1.327.851.500),(2.639.582.390),-1327851500.0,-2639582390.0
Doanh thu thuần,Trong đó > Doanh thu thuần,Doanh thu thuần,9.818.777.756.762,9.742.456.156.651,9818777756762.0,9742456156651.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán thành phẩm,Trong đó > Doanh thu bán thành phẩm,Doanh thu bán thành phẩm,4.907.237.883.745,4.215.990.343.982,4907237883745.0,4215990343982.0
"Doanh thu bán vật liệu, hàng hóa","Trong đó > Doanh thu bán vật liệu, hàng hóa","Doanh thu bán vật liệu, hàng hóa",4.158.357.969.713,5.509.817.998.454,4158357969713.0,5509817998454.0
Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Trong đó > Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,Doanh thu chuyển nhượng bất động sản và dịch vụ xây lắp,753.181.903.304,16.647.814.215,753181903304.0,16647814215.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên thứ ba,Trong đó: > Doanh thu đối với bên thứ ba,Doanh thu đối với bên thứ ba,2.867.255.753.924,2.215.094.055.168,2867255753924.0,2215094055168.0
Doanh thu đối với bên liên quan (Thuyết minh số 29),Trong đó: > Doanh thu đối với bên liên quan (Thuyết minh số 29),Doanh thu đối với bên liên quan (Thuyết minh số 29),6.951.522.002.838,7.527.362.101.483,6951522002838.0,7527362101483.0
