row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Giá trị ghi sổ (đồng thời là giá gốc) > Số cuối năm,Đơn vị tính: VND > Giá trị ghi sổ (đồng thời là giá gốc) > Số đầu năm,numeric__Đơn vị tính: VND > Giá trị ghi sổ (đồng thời là giá gốc) > Số cuối năm,numeric__Đơn vị tính: VND > Giá trị ghi sổ (đồng thời là giá gốc) > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Tiền gửi có kỳ hạn (*),Ngắn hạn > Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),446.726.811.483,471.130.437.244,446726811483.0,471130437244.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,446.726.811.483,471.130.437.244,446726811483.0,471130437244.0
Dải hạn,Dải hạn,Dải hạn,,,,
Trái phiếu (**),Dải hạn > Trái phiếu (**),Trái phiếu (**),10.000.000.000,-,10000000000.0,
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,10.000.000.000,-,10000000000.0,
