row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Công ty TNHH Xây dựng Hồ điều hòa Văn Miếu Bắc Ninh,Công ty TNHH Xây dựng Hồ điều hòa Văn Miếu Bắc Ninh,Công ty TNHH Xây dựng Hồ điều hòa Văn Miếu Bắc Ninh,100.000.000.000,100.000.000.000,100000000000.0,100000000000.0
Công ty TNHH Dabaco Hòa Bình,Công ty TNHH Dabaco Hòa Bình,Công ty TNHH Dabaco Hòa Bình,100.000.000.000,100.000.000.000,100000000000.0,100000000000.0
Công ty Cổ phần Dabaco Quảng Ninh,Công ty Cổ phần Dabaco Quảng Ninh,Công ty Cổ phần Dabaco Quảng Ninh,99.000.000.000,99.000.000.000,99000000000.0,99000000000.0
Công ty TNHH Dược và Thú y Dacovet,Công ty TNHH Dược và Thú y Dacovet,Công ty TNHH Dược và Thú y Dacovet,50.000.000.000,-,50000000000.0,
Công ty TNHH Đầu tư và Phát triển Cụm Công nghiệp Khúc Xuyên,Công ty TNHH Đầu tư và Phát triển Cụm Công nghiệp Khúc Xuyên,Công ty TNHH Đầu tư và Phát triển Cụm Công nghiệp Khúc Xuyên,43.000.000.000,43.000.000.000,43000000000.0,43000000000.0
Công ty TNHH Phân bón Hữu cơ Việt Nhật,Công ty TNHH Phân bón Hữu cơ Việt Nhật,Công ty TNHH Phân bón Hữu cơ Việt Nhật,35.000.000.000,35.000.000.000,35000000000.0,35000000000.0
Công ty TNHH Du lịch và Khách sạn Le Indochina,Công ty TNHH Du lịch và Khách sạn Le Indochina,Công ty TNHH Du lịch và Khách sạn Le Indochina,26.907.454.091,26.907.454.091,26907454091.0,26907454091.0
Công ty TNHH Dabaco Thanh Hóa,Công ty TNHH Dabaco Thanh Hóa,Công ty TNHH Dabaco Thanh Hóa,-,100.000.000.000,,100000000000.0
Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,Công ty TNHH Đầu tư và Phát triển Chăn nuôi gia công,-,20.000.000.000,,20000000000.0
Công ty TNHH Xây dựng Đường H2 Thành phố Bắc Ninh,Công ty TNHH Xây dựng Đường H2 Thành phố Bắc Ninh,Công ty TNHH Xây dựng Đường H2 Thành phố Bắc Ninh,-,13.350.672.132,,13350672132.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,453.907.454.091,537.258.126.223,453907454091.0,537258126223.0
