row_label_raw,row_label_full,"Lợi nhuận được chia từ các công ty con, công ty liên kết (Thuyết minh số 29)",Năm nay > 196.448.346.919,Đơn vị tính: VND > Năm trước > 236.533.871.700,numeric__Năm nay > 196.448.346.919,numeric__Đơn vị tính: VND > Năm trước > 236.533.871.700
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,30.311.386.359,23.343.405.992,30311386359.0,23343405992.0
Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,Lãi chênh lệch tỷ giá,14.651.360,-,14651360.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,226.774.384.638,259.877.277.692,226774384638.0,259877277692.0
