row_label_raw,row_label_full,Tên đơn vị,Tên đơn vị_1,Số cuối năm > Giá trị (VND) > Tên đơn vị,Số cuối năm > Dự phòng (VND) > Tên đơn vị,Số cuối năm > Tỷ lệ vốn nằm giữ > Tên đơn vị,Số cuối năm > Tỷ lệ quyền biểu quyết > Tên đơn vị,Số đầu năm > Giá trị (VND) > Tên đơn vị,Số đầu năm > Dự phòng (VND) > Tên đơn vị,Số đầu năm > Tỷ lệ vốn nằm giữ > Tên đơn vị,Số đầu năm > Tỷ lệ quyền biểu quyết > Tên đơn vị,numeric__Tên đơn vị_1,numeric__Số cuối năm > Giá trị (VND) > Tên đơn vị,numeric__Số cuối năm > Dự phòng (VND) > Tên đơn vị,numeric__Số cuối năm > Tỷ lệ vốn nằm giữ > Tên đơn vị,numeric__Số cuối năm > Tỷ lệ quyền biểu quyết > Tên đơn vị,numeric__Số đầu năm > Giá trị (VND) > Tên đơn vị,numeric__Số đầu năm > Dự phòng (VND) > Tên đơn vị,numeric__Số đầu năm > Tỷ lệ vốn nằm giữ > Tên đơn vị,numeric__Số đầu năm > Tỷ lệ quyền biểu quyết > Tên đơn vị
Công ty TNHH Chế biến thực phẩm Dabaco,Công ty TNHH Chế biến thực phẩm Dabaco,Công ty TNHH Chế biến thực phẩm Dabaco,(i),114.000.000.000,(21.943.732.474),"49,56%","49,56%",114.000.000.000,(15.429.795.329),"49,56%","49,56%",,114000000000.0,-21943732474.0,0.49560000000000004,0.49560000000000004,114000000000.0,-15429795329.0,0.49560000000000004,0.49560000000000004
Công ty Cổ phần Transeco,Công ty Cổ phần Transeco,Công ty Cổ phần Transeco,(ii),20.000.000.000,-,"33,33%","33,33%",20.000.000.000,-,"33,33%","33,33%",,20000000000.0,,0.3333,0.3333,20000000000.0,,0.3333,0.3333
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,134.000.000.000,(21.943.732.474),,,134.000.000.000,(15.429.795.329),,,,134000000000.0,-21943732474.0,,,134000000000.0,-15429795329.0,,
