row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,23.1,9.877.106.442.187,9.792.829.625.617,,231.0,9877106442187.0,9792829625617.0
02,02,02,2. Các khoản giảm trừ doanh thu,23.1,(58.328.685.425),(50.373.468.966),,231.0,-58328685425.0,-50373468966.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,23.1,9.818.777.756.762,9.742.456.156.651,,231.0,9818777756762.0,9742456156651.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,24,(8.893.864.382.799),(9.288.125.703.567),,24.0,-8893864382799.0,-9288125703567.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,924.913.373.963,454.330.453.084,,,924913373963.0,454330453084.0
21,21,21,6. Doanh thu hoạt động tài chính,23.2,226.774.384.638,259.877.277.692,,232.0,226774384638.0,259877277692.0
22,22,22,7. Chi phí tài chính,25,(302.542.992.808),(211.940.685.975),,25.0,-302542992808.0,-211940685975.0
23,23,23,Trong đó: Chi phí lãi vay,,(158.208.174.533),(98.146.018.895),,,-158208174533.0,-98146018895.0
25,25,25,8. Chi phí bán hàng,26,(140.269.244.513),(83.956.028.655),,26.0,-140269244513.0,-83956028655.0
26,26,26,9. Chi phí quản lý doanh nghiệp,26,(352.058.622.213),(102.327.474.252),,26.0,-352058622213.0,-102327474252.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,356.816.899.067,315.983.541.894,,,356816899067.0,315983541894.0
31,31,31,11. Thu nhập khác,,19.033.232.966,23.587.086.625,,,19033232966.0,23587086625.0
32,32,32,12. Chi phí khác,,(1.548.907.289),(4.373.155.616),,,-1548907289.0,-4373155616.0
40,40,40,13. Lợi nhuận khác,,17.484.325.677,19.213.931.009,,,17484325677.0,19213931009.0
50,50,50,14. Tổng lợi nhuận trước thuế,,374.301.224.744,335.197.472.903,,,374301224744.0,335197472903.0
51,51,51,15. Chi phí thuế TNDN hiện hành,28.1,(58.750.036.406),(15.975.176.151),,281.0,-58750036406.0,-15975176151.0
60,60,60,16. Lợi nhuận sau thuế TNDN,,315.551.188.338,319.222.296.752,,,315551188338.0,319222296752.0
