row_label_raw,row_label_full,Tên công ty,Hoạt động chính,Địa chỉ,Phần trăm lợi ích kinh tế tại ngày 31/12/2016,1/1/2016,Phần trăm quyền biểu quyết tại ngày 31/12/2016,1/1/2016_1,numeric__Hoạt động chính,numeric__Địa chỉ,numeric__Phần trăm lợi ích kinh tế tại ngày 31/12/2016,numeric__1/1/2016,numeric__Phần trăm quyền biểu quyết tại ngày 31/12/2016,numeric__1/1/2016_1
Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,Các công ty con sở hữu trực tiếp,,,,,,
Công ty TNHH Một Thành viên Thực phẩm Masan,Các công ty con sở hữu trực tiếp > Công ty TNHH Một Thành viên Thực phẩm Masan,Công ty TNHH Một Thành viên Thực phẩm Masan,Kinh doanh và phân phối,"Tầng 12, Kumho Asiana Plaza Saigon, số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam.",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
Công ty TNHH Một Thành viên Masan Beverage,Các công ty con sở hữu trực tiếp > Công ty TNHH Một Thành viên Masan Beverage,Công ty TNHH Một Thành viên Masan Beverage,Kinh doanh và phân phối,"Tầng 12, Kumho Asiana Plaza Saigon số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam.",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
Công ty TNHH Một Thành viên (i) Masan ĐN,Các công ty con sở hữu trực tiếp > Công ty TNHH Một Thành viên (i) Masan ĐN,Công ty TNHH Một Thành viên (i) Masan ĐN,"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Đường số 7, Khu Công nghiệp Hòa Khánh, Phường Hòa Khánh Bắc, Quận Liên Chiều, Thành phố Đà Nẵng, Việt Nam.",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
Masan Consumer (Thailand) Limited,Các công ty con sở hữu trực tiếp > Masan Consumer (Thailand) Limited,Masan Consumer (Thailand) Limited,Kinh doanh và phân phối,"Lầu 4, số 83, Đường Amnuay Songkhram, Tiểu khu Tanon Nakornchaisri, Quận Dusit, Bangkok, Thái Lan","99,99%",-,"99,99%",-,,,0.9998999999999999,,0.9998999999999999,
Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,Các công ty con sở hữu gián tiếp,,,,,,
Công ty TNHH Một Thành viên (ii) Công nghiệp Masan,Các công ty con sở hữu gián tiếp > Công ty TNHH Một Thành viên (ii) Công nghiệp Masan,Công ty TNHH Một Thành viên (ii) Công nghiệp Masan,"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Lô 6, Khu công nghiệp Tân Đông Hiệp A, Thị xã Dĩ An, Tỉnh Bình Dương, Việt Nam.",100%,100%,100%,100%,,,1.0,1.0,1.0,1.0
