row_label_raw,row_label_full,col_0,1/1/2016 > Giá trị ghi sổ VND,1/1/2016 > Số có khả năng trả nợ VND,1/1/2016 > Mua công ty con VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,Biến động trong năm > Giá trị ghi sổ VND,31/12/2016 > Số có khả năng trả nợ VND,31/12/2016,numeric__1/1/2016 > Giá trị ghi sổ VND,numeric__1/1/2016 > Số có khả năng trả nợ VND,numeric__1/1/2016 > Mua công ty con VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__Biến động trong năm > Giá trị ghi sổ VND,numeric__31/12/2016 > Số có khả năng trả nợ VND,numeric__31/12/2016
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.821.049.413.817,1.821.049.413.817,50.000.000.000,8.425.383.975.487,(7.492.130.784.147),2.804.302.605.157,2.804.302.605.157,,1821049413817.0,1821049413817.0,50000000000.0,8425383975487.0,-7492130784147.0,2804302605157.0,2804302605157.0,
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,107.581.682.336,107.581.682.336,-,83.656.182.380,(107.581.682.336),83.656.182.380,83.656.182.380,,107581682336.0,107581682336.0,,83656182380.0,-107581682336.0,83656182380.0,83656182380.0,
,,,1.928.631.096.153,1.928.631.096.153,50.000.000.000,8.509.040.157.867,(7.599.712.466.483),2.887.958.787.537,2.887.958.787.537,,1928631096153.0,1928631096153.0,50000000000.0,8509040157867.0,-7599712466483.0,2887958787537.0,2887958787537.0,
