row_label_raw,row_label_full,col_0,31/12/2016VND,1/1/2016VND,numeric__31/12/2016VND,numeric__1/1/2016VND
Chi phí quảng cáo và khuyến mãi,Chi phí quảng cáo và khuyến mãi,Chi phí quảng cáo và khuyến mãi,572.533.158.360,442.111.166.641,572533158360.0,442111166641.0
Chi phí kho vận,Chi phí kho vận,Chi phí kho vận,92.335.239.793,53.668.827.458,92335239793.0,53668827458.0
Chi phí trưng bày,Chi phí trưng bày,Chi phí trưng bày,19.595.353.810,23.335.862.860,19595353810.0,23335862860.0
Thường và lương tháng 13,Thường và lương tháng 13,Thường và lương tháng 13,88.970.497.961,80.883.701.607,88970497961.0,80883701607.0
Chiết khấu bán hàng,Chiết khấu bán hàng,Chiết khấu bán hàng,29.710.794.483,43.210.817.606,29710794483.0,43210817606.0
Chi phí nghiền cứu thị trường,Chi phí nghiền cứu thị trường,Chi phí nghiền cứu thị trường,16.534.099.796,28.512.695.162,16534099796.0,28512695162.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,5.786.985.888,2.795.596.169,5786985888.0,2795596169.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,26.528.811.619,9.692.424.510,26528811619.0,9692424510.0
Mua hàng chưa nhận hóa đơn,Mua hàng chưa nhận hóa đơn,Mua hàng chưa nhận hóa đơn,29.565.152.100,42.307.537.977,29565152100.0,42307537977.0
Phải trả liên quan đến giao dịch mua,Phải trả liên quan đến giao dịch mua,Phải trả liên quan đến giao dịch mua,-,77.788.700.000,,77788700000.0
Chi phí khác,Chi phí khác,Chi phí khác,77.143.202.534,60.654.373.485,77143202534.0,60654373485.0
,,,958.703.296.344,864.961.703.475,958703296344.0,864961703475.0
