row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Vốn khác VND,Cổ phiếu quỹ VND,Quỹ đầu tư phát triển (*) VND,Lợi nhuận sau thuế chưa phân phối VND,Lợi ích cổ đông không kiểm soát (“NCI”) VND,Tổng cộng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Vốn khác VND,numeric__Cổ phiếu quỹ VND,numeric__Quỹ đầu tư phát triển (*) VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát (“NCI”) VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2015,Số dư tại ngày 1 tháng 1 năm 2015,Số dư tại ngày 1 tháng 1 năm 2015,5.313.263.220.000,5.088.056.394.992,(265.775.657.006),(1.640.252.631.255),22.731.972.844,3.245.457.980.524,1.128.253.921.282,12.891.735.201.381,5313263220000.0,5088056394992.0,-265775657006.0,-1640252631255.0,22731972844.0,3245457980524.0,1128253921282.0,12891735201381.0
Phát hành cổ phiếu (Thuyết minh 25),Phát hành cổ phiếu (Thuyết minh 25),Phát hành cổ phiếu (Thuyết minh 25),38.337.950.000,-,-,-,-,-,-,38.337.950.000,38337950000.0,,,,,,,38337950000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,2.822.340.170.298,78.377.515.019,2.900.717.685.317,,,,,,2822340170298.0,78377515019.0,2900717685317.0
Cổ tức (Thuyết minh 26),Cổ tức (Thuyết minh 26),Cổ tức (Thuyết minh 26),-,-,-,-,-,(3.079.957.932.000),-,(3.079.957.932.000),,,,,,-3079957932000.0,,-3079957932000.0
"Phân bổ vào quỹ khen thưởng, phúc lợi","Phân bổ vào quỹ khen thưởng, phúc lợi","Phân bổ vào quỹ khen thưởng, phúc lợi",-,-,-,-,-,(1.452.567.034),-,(1.452.567.034),,,,,,-1452567034.0,,-1452567034.0
Thanh toán thủ lao cho Hội đồng Quản trị của công ty con,Thanh toán thủ lao cho Hội đồng Quản trị của công ty con,Thanh toán thủ lao cho Hội đồng Quản trị của công ty con,-,-,-,-,-,(1.679.224.518),(1.477.031.482),(3.156.256.000),,,,,,-1679224518.0,-1477031482.0,-3156256000.0
Mua công ty con có lợi ích cổ đông không kiểm soát,Mua công ty con có lợi ích cổ đông không kiểm soát,Mua công ty con có lợi ích cổ đông không kiểm soát,-,-,-,-,-,-,67.747.861.766,67.747.861.766,,,,,,,67747861766.0,67747861766.0
Góp vốn vào công ty con bởi lợi ích cổ đông không kiểm soát,Góp vốn vào công ty con bởi lợi ích cổ đông không kiểm soát,Góp vốn vào công ty con bởi lợi ích cổ đông không kiểm soát,-,-,-,-,-,-,1.475.060.000,1.475.060.000,,,,,,,1475060000.0,1475060000.0
Số dư tại ngày 31 tháng 12 năm 2015,Số dư tại ngày 31 tháng 12 năm 2015,Số dư tại ngày 31 tháng 12 năm 2015,5.351.601.170.000,5.088.056.394.992,(265.775.657.006),(1.640.252.631.255),22.731.972.844,2.984.708.427.270,1.274.377.326.585,12.815.447.003.430,5351601170000.0,5088056394992.0,-265775657006.0,-1640252631255.0,22731972844.0,2984708427270.0,1274377326585.0,12815447003430.0
