row_label_raw,row_label_full,Ông Phí Mạnh Cường,Chủ tịch,numeric__Chủ tịch
Ông Đỗ Ngọc Khanh,Ông Đỗ Ngọc Khanh,Ông Đỗ Ngọc Khanh,Phó Chủ tịch,
Ông Nguyễn Tấn Cường,Ông Nguyễn Tấn Cường,Ông Nguyễn Tấn Cường,Thành viên,
Ông Lê Quốc Khánh,Ông Lê Quốc Khánh,Ông Lê Quốc Khánh,Thành viên,
Ông Nguyễn Trung Kiên,Ông Nguyễn Trung Kiên,Ông Nguyễn Trung Kiên,Thành viên,
