row_label_raw,row_label_full,Bên liên quan > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),numeric__Mối quan hệ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),numeric__Nội dung nghiệp vụ > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),numeric__Số cuối năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6),numeric__Số đầu năm > Phải thu ngắn hạn của khách hàng (Thuyết minh số 6)
Công ty TNHH SXNguyên liệu giấy ViệtNhật Vũng Áng,Công ty TNHH SXNguyên liệu giấy ViệtNhật Vũng Áng,Công ty TNHH SXNguyên liệu giấy ViệtNhật Vũng Áng,Công ty liên kết,Bán hàng hóa,82.446.029.820,70.086.103.335,,,82446029820.0,70086103335.0
Công ty Cổ phần Gỗlạng Buôn Ma Thuột,Công ty Cổ phần Gỗlạng Buôn Ma Thuột,Công ty Cổ phần Gỗlạng Buôn Ma Thuột,Công ty liên kết,Bán hàng hóa,1.752.673.568,983.059.637,,,1752673568.0,983059637.0
Công ty TNHH SXNLG Việt nhật CáiLân,Công ty TNHH SXNLG Việt nhật CáiLân,Công ty TNHH SXNLG Việt nhật CáiLân,Công ty liên kết,Phí dịch vụ nội bộ,1.012.608.000,-,,,1012608000.0,
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty liên kết,Phí dịch vụ nội bộ,759.456.000,-,,,759456000.0,
Công ty CP Lâm đặc sản và XNK Hà Tĩnh,Công ty CP Lâm đặc sản và XNK Hà Tĩnh,Công ty CP Lâm đặc sản và XNK Hà Tĩnh,Công ty con,Bán hàng hóa,222.123.000,-,,,222123000.0,
Công ty TNHH một thành viên Lâm nghiệp Đình Lập,Công ty TNHH một thành viên Lâm nghiệp Đình Lập,Công ty TNHH một thành viên Lâm nghiệp Đình Lập,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,181.907.000,237.099.000,,,181907000.0,237099000.0
Công ty TNHH YAMAHA MOTOR Việt Nam,Công ty TNHH YAMAHA MOTOR Việt Nam,Công ty TNHH YAMAHA MOTOR Việt Nam,Công ty liên kết,Cho thuê văn phòng và các dịch vụ phụ trợ khác,57.355.437,49.957.758,,,57355437.0,49957758.0
Công ty Cổ phần giống Lâm nghiệp vùng Bắc Bộ,Công ty Cổ phần giống Lâm nghiệp vùng Bắc Bộ,Công ty Cổ phần giống Lâm nghiệp vùng Bắc Bộ,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,-,180.405.000,,,,180405000.0
Công ty Cổ phần giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty Cổ phần giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty Cổ phần giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,-,49.350.000,,,,49350000.0
