row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGÂN HẠN,,2.849.040.938.717,2.794.998.201.775,,,2849040938717.0,2794998201775.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,122.806.940.972,71.366.408.657,,4.0,122806940972.0,71366408657.0
111,111,111,1. Tiền,,93.406.940.972,49.366.408.657,,,93406940972.0,49366408657.0
112,112,112,2. Các khoản tương đương tiền,,29.400.000.000,22.000.000.000,,,29400000000.0,22000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,2.002.088.090.696,2.088.482.784.062,,,2002088090696.0,2088482784062.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,5,2.002.088.090.696,2.088.482.784.062,,5.0,2002088090696.0,2088482784062.0
130,130,130,III. Các khoản phải thu ngắn hạn,,262.497.855.902,144.071.056.571,,,262497855902.0,144071056571.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,143.046.839.421,104.028.656.660,,6.0,143046839421.0,104028656660.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,4.683.511.545,6.453.647.943,,,4683511545.0,6453647943.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,86.586.492.760,10.368.180.274,,7.0,86586492760.0,10368180274.0
136,136,136,4. Phải thu ngắn hạn khác,8,89.752.281.549,82.481.462.678,,8.0,89752281549.0,82481462678.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6, 7, 8",(61.571.269.373),(59.260.890.984),,,-61571269373.0,-59260890984.0
140,140,140,IV. Hàng tồn kho,9,459.961.558.026,483.781.659.386,,9.0,459961558026.0,483781659386.0
141,141,141,1. Hàng tồn kho,,474.102.490.295,495.107.684.023,,,474102490295.0,495107684023.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(14.140.932.269),(11.326.024.637),,,-14140932269.0,-11326024637.0
150,150,150,V. Tài sản ngắn hạn khác,,1.686.493.121,7.296.293.099,,,1686493121.0,7296293099.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,421.929.095,830.253.743,,15.0,421929095.0,830253743.0
152,152,152,2. Thuế GTGT được khấu trừ,,522.530.839,4.415.526.071,,,522530839.0,4415526071.0
153,153,153,3. Thuế và các khoản phải thu Nhà nước,17,742.033.187,2.050.513.285,,17.0,742033187.0,2050513285.0
