row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,1.007.083.710.890,815.371.590.322,1007083710890.0,815371590322.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ kinh doanh gỗ,Trong đó: > Doanh thu từ kinh doanh gỗ,Doanh thu từ kinh doanh gỗ,681.798.152.208,462.111.220.576,681798152208.0,462111220576.0
Doanh thu từ bán ván MDF,Trong đó: > Doanh thu từ bán ván MDF,Doanh thu từ bán ván MDF,181.599.958.188,256.212.145.726,181599958188.0,256212145726.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,68.436.389.044,60.730.584.008,68436389044.0,60730584008.0
Doanh thu của hoạt động khai thác rừngtrồng,Trong đó: > Doanh thu của hoạt động khai thác rừngtrồng,Doanh thu của hoạt động khai thác rừngtrồng,28.128.431.060,27.454.952.832,28128431060.0,27454952832.0
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,35.008.117.848,-,35008117848.0,
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,12.112.662.542,8.862.687.180,12112662542.0,8862687180.0
Các khoản giảm trừ,Trong đó: > Các khoản giảm trừ,Các khoản giảm trừ,(114.891.819),-,-114891819.0,
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,1.006.968.819.071,815.371.590.322,1006968819071.0,815371590322.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,475.897.245.283,457.834.579.013,475897245283.0,457834579013.0
Doanh thu đối với các bên liên quan(Thuyết minh số 30),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 30),Doanh thu đối với các bên liên quan(Thuyết minh số 30),531.071.573.788,357.537.011.309,531071573788.0,357537011309.0
