row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHH MTV Hợp Tác Lao Động và Dịch Vụ Vinafor,Công ty TNHH MTV Hợp Tác Lao Động và Dịch Vụ Vinafor,Công ty TNHH MTV Hợp Tác Lao Động và Dịch Vụ Vinafor,Công ty con,Góp vốnTrả tiền phí chuẩn bị xuất cảnhPhải trả phí quản lý thực tập sinh tại NhậtDoanh thu bán hàng và cung cấp dịch vụ,970.913.647726.834.7202.239.590,8.500.000.000-,,,9.709136477268347e+24,
Công ty TNHH MTV Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH MTV Chế biến gỗ và đảm gỗ Dung Quất,Công ty TNHH MTV Chế biến gỗ và đảm gỗ Dung Quất,Công ty con,Thu nợ gốc vayLãi cho vayChuyển tiền hỗ trợChênh lệch tỷ giá,3.417.889.175946.260.118-,4.000.000.0003.114.382.800124.047.2004.700.166,,,,4.0000000003114385e+35
Công ty Cổ phần Cỏ Đỏ,Công ty Cổ phần Cỏ Đỏ,Công ty Cổ phần Cỏ Đỏ,Công ty liên kết,Chuyển tiền hỗ trợ,-,24.000.000,,,,24000000.0
Công ty Cổ phần Kon Hà Nùng,Công ty Cổ phần Kon Hà Nùng,Công ty Cổ phần Kon Hà Nùng,Công ty liên kết,Chuyển tiền thiết kế khai thácChi phí thiết kế khai thác,751.589.820695.916.499,492.744.600447.949.636,,,7.515898206959165e+17,4.9274460044794963e+17
Công ty Cổ phần Gỗ lạng Buôn Ma Thuật,Công ty Cổ phần Gỗ lạng Buôn Ma Thuật,Công ty Cổ phần Gỗ lạng Buôn Ma Thuật,Công ty liên kết,Thu tiền bán vấn épDoanh thu bán vấn ép,6.781.017.5476.983.962.812,8.383.224.3827.457.426.807,,,6.781017547698396e+19,8.383224382745743e+19
Công ty Cổ phần Thương mại Lâm sân Hà Nội,Công ty Cổ phần Thương mại Lâm sân Hà Nội,Công ty Cổ phần Thương mại Lâm sân Hà Nội,Công ty liên kết,Giảm vốn gópTrả tiền thuê đất,-662.083.434,600.000.000-,,,-662083434.0,
Công ty LD Nuôi và Phát triển khĩ Việt Nam,Công ty LD Nuôi và Phát triển khĩ Việt Nam,Công ty LD Nuôi và Phát triển khĩ Việt Nam,Công ty liên kết,Giảm vốn góp do nhận lợi nhuận sau đánh giá lại,375.405.202,984.272.246,,,375405202.0,984272246.0
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty liên kết,Phí dịch vụ nội bộChuyển tiền phí quản lý,703.200.000-,454.000.0001.006.170.000,,,,4.54000000100617e+18
Công ty TNHH SX NLG Việt nhật Cái Lân,Công ty TNHH SX NLG Việt nhật Cái Lân,Công ty TNHH SX NLG Việt nhật Cái Lân,Công ty liên kết,Chuyển tiền phí quản lýDoanh thu dịch vụ nội bộ,-937.600.000,1.006.170.000454.000.000,,,-937600000.0,1.006170000454e+18
Công ty TNHH SX nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH SX nguyên liệu giấy Việt Nhật Vũng Áng,Công ty TNHH SX nguyên liệu giấy Việt Nhật Vũng Áng,Công ty liên kết,Doanh thu bán hàng hóa và cung cấp dịch vụ,516.347.559.449,343.208.596.011,,,516347559449.0,343208596011.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty liên kết,Doanh thu dịch vụGiảm vốn góp do nhận lợi nhuận sau đánh giá lại,6.357.427.93714.277.602.624,5.955.219.491-,,,6.357427937142775e+20,
