row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Công ty TNHHMTV Lâm nghiệpBa Tơ,Công ty TNHHMTV Lâm nghiệpBa Tơ,Công ty TNHHMTV Lâm nghiệpBa Tơ,Công ty con,"Góp vốnLãi tiền cho vay, tiền gửi",1.599.089.233-,8.550.877.955146.088.392,,,,8.550877955146088e+18
Công ty TNHHMTV Lâm nghiệpLa Ngà - ĐồngNai,Công ty TNHHMTV Lâm nghiệpLa Ngà - ĐồngNai,Công ty TNHHMTV Lâm nghiệpLa Ngà - ĐồngNai,Công ty con,"Cho vayLãi tiền cho vay, tiền gửiChuyển tiền hỗ trợThanh toán lãi vay",15.000.000.000671.191.780161.500.000139.178.082,23.623.494.21028.273.973157.000.0005.000.000.000,,,1.500000000067119e+37,2.362349421028274e+37
Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty con,Cho vay,2.500.000.000,3.100.000.000,,,2500000000.0,3100000000.0
Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty con,Chuyển tiền hỗ trợDoanh thu bán hàng và cung cấp dịch vụ,764.000.000104.265.000,504.500.000208.690.000,,,7.64000000104265e+17,5.0450000020869e+17
Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty TNHHMTV Lâm nghiệpĐông Bắc,Công ty con,Chuyển tiền thiết kế khai thác gỗ rừng,27.591.600,60.825.999,,,27591600.0,60825999.0
Công ty Cổ phầnCẩm Hà,Công ty Cổ phầnCẩm Hà,Công ty Cổ phầnCẩm Hà,Công ty con,Góp vốnChuyển tiền hỗ trợ,11.444.400.0001.351.671.300,-740.000.000,,,1.1444400000135166e+20,-740000000.0
Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty con,Chuyển tiền cho vayTạm ứng mua hàngHoàn ứng tiền mua hàngThu nợ gốc và lãi vayDoanh thu bán hàng và cung cấp dịch vụ,3.000.000.0001.500.000.0001.500.000.000372.214.356151.095.000,1.060.000.000-700.000.000180.405.000,,,3.00000000015e+47,
Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty con,Chuyển tiền hỗ trợLãi tiền cho vay,70.000.00080.082.739,65.000.00019.967.232,,,7000000080082739.0,6500000019967232.0
Công ty Cổ phầnGiống Lâmnghiệp vùng NamBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamBộ,Công ty con,Chuyển tiền hỗ trợ,149.000.000,142.000.000,,,149000000.0,142000000.0
Công ty Cổ phầnGiống Lâmnghiệp vùng NamTrung Bộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamTrung Bộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamTrung Bộ,Công ty con,Chuyển tiền hỗ trợ,19.000.000,20.000.000,,,19000000.0,20000000.0
Công ty Cổ phầnLong Bình,Công ty Cổ phầnLong Bình,Công ty Cổ phầnLong Bình,Công ty con,Chuyển tiền hỗ trợ,15.000.000,8.000.000,,,15000000.0,8000000.0
