row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,206.259.431.040,191.972.974.328,,,206259431040.0,191972974328.0
310,310,310,I. Nợ ngắn hạn,,175.130.553.025,162.014.364.867,,,175130553025.0,162014364867.0
311,311,311,1. Phải trả người bán ngắn hạn,16.1,48.759.150.668,40.126.196.598,,161.0,48759150668.0,40126196598.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,16.2,2.679.978.056,5.221.203.686,,162.0,2679978056.0,5221203686.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,4.811.031.241,11.495.671.343,,17.0,4811031241.0,11495671343.0
314,314,314,4. Phải trả người lao động,,43.020.179.513,34.199.128.525,,,43020179513.0,34199128525.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,8.704.884.265,6.436.385.516,,18.0,8704884265.0,6436385516.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,20,6.912.418.238,6.825.071.644,,20.0,6912418238.0,6825071644.0
319,319,319,7. Phải trả ngắn hạn khác,19,32.463.089.279,34.816.473.517,,19.0,32463089279.0,34816473517.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",21,27.779.821.765,22.894.234.038,,21.0,27779821765.0,22894234038.0
330,330,330,II. Nợ dài hạn,,31.128.878.015,29.958.609.461,,,31128878015.0,29958609461.0
337,337,337,1. Phải trả dài hạn khác,19,13.128.878.015,11.958.609.461,,19.0,13128878015.0,11958609461.0
343,343,343,2. Quỹ phát triển khoa học và công nghệ,,18.000.000.000,18.000.000.000,,,18000000000.0,18000000000.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,3.991.421.523.543,3.918.760.592.614,,,3991421523543.0,3918760592614.0
410,410,410,I. Vốn chủ sở hữu,22,3.990.709.120.150,3.918.048.189.221,,22.0,3990709120150.0,3918048189221.0
411,411,411,1. Vốn cổ phần đã phát hành,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.500.000.000.000,3.500.000.000.000,,,3500000000000.0,3500000000000.0
418,418,418,2. Quỹ đầu tư phát triển,,190.096.892.655,222.504.337.142,,,190096892655.0,222504337142.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,300.612.227.495,195.543.852.079,,,300612227495.0,195543852079.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,,1.114.193.453,852.220.654,,,1114193453.0,852220654.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,299.498.034.042,194.691.631.425,,,299498034042.0,194691631425.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,712.403.393,712.403.393,,,712403393.0,712403393.0
432,432,432,1. Nguồn kinh phí đã hình thành TSCĐ,,712.403.393,712.403.393,,,712403393.0,712403393.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,4.197.680.954.583,4.110.733.566.942,,,4197680954583.0,4110733566942.0
