row_label_raw,row_label_full,Mã số > 01 > 02 > 04 > 05 > 06,"CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn tài sản cố định và bất động sản đầu tư 11, 12, 13Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi tiền gửi Chi phí lãi vay và phát hành trái phiếu","Thuyết minh > 11, 12, 13",Năm nay > 2.365.378.943.0677.669.793.597- (3.685.575.363)155.137.713.100,Năm trước > 1.542.683.437.9016.566.544.141(900.000.000)(4.911.350.417)25.834.239.060,"numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH Tổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản: Khấu hao và hao mòn tài sản cố định và bất động sản đầu tư 11, 12, 13Lãi chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ Lãi tiền gửi Chi phí lãi vay và phát hành trái phiếu","numeric__Thuyết minh > 11, 12, 13",numeric__Năm nay > 2.365.378.943.0677.669.793.597- (3.685.575.363)155.137.713.100,numeric__Năm trước > 1.542.683.437.9016.566.544.141(900.000.000)(4.911.350.417)25.834.239.060
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
17,17,17,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng) giảm các khoản phải thu Giảm hàng tồn kho Tăng các khoản phải trả (Tăng) giảm chi phí trả trước Tiền lãi vay đã trả Thuế thu nhập doanh nghiệp đã nộp Tiền chi khác cho hoạt động kinh doanh,2.524.500.874.401(921.549.551.978)780.091.776.1332.029.295.578.482(236.505.867)(260.153.728.921)(545.216.750.385)(33.527.704.101),1.569.272.870.685791.869.146.1431.626.741.113.7371.724.351.211.35287.374.398.319(284.440.701.611)(146.780.398.037)(25.817.710.904),,,,,
20,17 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,3.573.203.987.764,5.342.569.929.684,,,3573203987764.0,5342569929684.0,
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ để mua sắm và xây dựng tài sản cố định Tiền chỉ gửi ngân hàng có kỳ hạn Tiền chỉ đầu tư góp vốn vào đơn vị khác Thu hồi tiền đầu tư góp vốn vào đơn vị khác Thu lãi tiền gửi,(16.758.537.151)- (4.602.003.873.412)56.112.000.0003.698.899.810,(425.749.128.416)(9.370.299.200)(4.333.457.929.400)60.000.000.0004.911.350.417,,,,,
21,21,21,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ để mua sắm và xây dựng tài sản cố định Tiền chỉ gửi ngân hàng có kỳ hạn Tiền chỉ đầu tư góp vốn vào đơn vị khác Thu hồi tiền đầu tư góp vốn vào đơn vị khác Thu lãi tiền gửi,(16.758.537.151)- (4.602.003.873.412)56.112.000.0003.698.899.810,(425.749.128.416)(9.370.299.200)(4.333.457.929.400)60.000.000.0004.911.350.417,,,,,
23,23,23,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ để mua sắm và xây dựng tài sản cố định Tiền chỉ gửi ngân hàng có kỳ hạn Tiền chỉ đầu tư góp vốn vào đơn vị khác Thu hồi tiền đầu tư góp vốn vào đơn vị khác Thu lãi tiền gửi,(16.758.537.151)- (4.602.003.873.412)56.112.000.0003.698.899.810,(425.749.128.416)(9.370.299.200)(4.333.457.929.400)60.000.000.0004.911.350.417,,,,,
25,25,25,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ để mua sắm và xây dựng tài sản cố định Tiền chỉ gửi ngân hàng có kỳ hạn Tiền chỉ đầu tư góp vốn vào đơn vị khác Thu hồi tiền đầu tư góp vốn vào đơn vị khác Thu lãi tiền gửi,(16.758.537.151)- (4.602.003.873.412)56.112.000.0003.698.899.810,(425.749.128.416)(9.370.299.200)(4.333.457.929.400)60.000.000.0004.911.350.417,,,,,
26,26,26,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ để mua sắm và xây dựng tài sản cố định Tiền chỉ gửi ngân hàng có kỳ hạn Tiền chỉ đầu tư góp vốn vào đơn vị khác Thu hồi tiền đầu tư góp vốn vào đơn vị khác Thu lãi tiền gửi,(16.758.537.151)- (4.602.003.873.412)56.112.000.0003.698.899.810,(425.749.128.416)(9.370.299.200)(4.333.457.929.400)60.000.000.0004.911.350.417,,,,,
27,27,27,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ Tiền chỉ để mua sắm và xây dựng tài sản cố định Tiền chỉ gửi ngân hàng có kỳ hạn Tiền chỉ đầu tư góp vốn vào đơn vị khác Thu hồi tiền đầu tư góp vốn vào đơn vị khác Thu lãi tiền gửi,(16.758.537.151)- (4.602.003.873.412)56.112.000.0003.698.899.810,(425.749.128.416)(9.370.299.200)(4.333.457.929.400)60.000.000.0004.911.350.417,,,,,
30,30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tưIII. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH Tiền thu từ phát hành cổ phiếu Tiền thu từ đi vay Tiền trả nợ gốc vay Cổ tức đã trả cho chủ sở hữu,(4.558.951.510.753)120.000.000.0002.821.150.000.000(1.666.427.850.000)(51.411.600),(4.703.666.006.599)-1.161.200.000.000(1.453.127.583.738)(392.949.253.200),,,,,
31,31,31,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tưIII. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH Tiền thu từ phát hành cổ phiếu Tiền thu từ đi vay Tiền trả nợ gốc vay Cổ tức đã trả cho chủ sở hữu,(4.558.951.510.753)120.000.000.0002.821.150.000.000(1.666.427.850.000)(51.411.600),(4.703.666.006.599)-1.161.200.000.000(1.453.127.583.738)(392.949.253.200),,,,,
33,33,33,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tưIII. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH Tiền thu từ phát hành cổ phiếu Tiền thu từ đi vay Tiền trả nợ gốc vay Cổ tức đã trả cho chủ sở hữu,(4.558.951.510.753)120.000.000.0002.821.150.000.000(1.666.427.850.000)(51.411.600),(4.703.666.006.599)-1.161.200.000.000(1.453.127.583.738)(392.949.253.200),,,,,
34,34,34,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tưIII. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH Tiền thu từ phát hành cổ phiếu Tiền thu từ đi vay Tiền trả nợ gốc vay Cổ tức đã trả cho chủ sở hữu,(4.558.951.510.753)120.000.000.0002.821.150.000.000(1.666.427.850.000)(51.411.600),(4.703.666.006.599)-1.161.200.000.000(1.453.127.583.738)(392.949.253.200),,,,,
36,36,36,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tưIII. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH Tiền thu từ phát hành cổ phiếu Tiền thu từ đi vay Tiền trả nợ gốc vay Cổ tức đã trả cho chủ sở hữu,(4.558.951.510.753)120.000.000.0002.821.150.000.000(1.666.427.850.000)(51.411.600),(4.703.666.006.599)-1.161.200.000.000(1.453.127.583.738)(392.949.253.200),,,,,
40,36 > 40,40,Lưu chuyển tiền thuần từ (sử dụng vào) hoạt động tài chính,1.274.670.738.400,(684.876.836.938),,,1274670738400.0,-684876836938.0,
