row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Nguyễn Văn Đạt,Tên > Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,9.231.116.922,6.799.477.733,,9231116922.0,6799477733.0
Bà Trần Thị Hường,Tên > Bà Trần Thị Hường,Bà Trần Thị Hường,Phó Chủ tịch,5.926.712.308,4.318.156.923,,5926712308.0,4318156923.0
Ông Nguyễn Tấn Danh,Tên > Ông Nguyễn Tấn Danh,Ông Nguyễn Tấn Danh,Phó Chủ tịch,980.000.000,796.262.222,,980000000.0,796262222.0
Ông Lê Quang Phúc,Tên > Ông Lê Quang Phúc,Ông Lê Quang Phúc,Thành viên HĐQT,1.092.786.667,666.013.333,,1092786667.0,666013333.0
Ông Đoàn Việt Đại Tử,Tên > Ông Đoàn Việt Đại Tử,Ông Đoàn Việt Đại Tử,Thành viên HĐQT,880.000.000,480.000.000,,880000000.0,480000000.0
Ông Khương Văn Mười,Tên > Ông Khương Văn Mười,Ông Khương Văn Mười,Thành viên độc lập HĐQT,880.000.000,480.000.000,,880000000.0,480000000.0
Ông Trần Trọng Gia Vinh,Tên > Ông Trần Trọng Gia Vinh,Ông Trần Trọng Gia Vinh,Thành viên độc lập HĐQT,880.000.000,480.000.000,,880000000.0,480000000.0
Ông Lê Minh Dũng,Tên > Ông Lê Minh Dũng,Ông Lê Minh Dũng,Thành viên độc lập HĐQT,750.000.000,480.000.000,,750000000.0,480000000.0
Ông Bùi Quang Anh Vũ,Tên > Ông Bùi Quang Anh Vũ,Ông Bùi Quang Anh Vũ,Tổng Giám đốc,5.858.170.769,4.502.870.769,,5858170769.0,4502870769.0
Ông Nguyễn Thanh Thảo,Ông Nguyễn Thanh Thảo,Ông Nguyễn Thanh Thảo,Phó Tổng Giám đốc,,,,,
,,,Tài chính,2.606.862.115,1.647.875.714,,2606862115.0,1647875714.0
Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Ông Nguyễn Đình Trí,Phó Tổng Giám đốc,,,,,
,,,Xây dựng,1.843.923.077,-,,1843923077.0,
Ông Dương Hồng Cẩm,Ông Dương Hồng Cẩm,Ông Dương Hồng Cẩm,Phó Tổng Giám đốc,,,,,
,,,Đầu tư,1.764.615.385,-,,1764615385.0,
Ông Phạm Trọng Hòa,Ông Phạm Trọng Hòa,Ông Phạm Trọng Hòa,Phó Tổng Giám đốc,,,,,
,,,Xây dựng,-,660.000.000,,,660000000.0
TỔNG CỘNG,Ông Phạm Trọng Hòa > TỔNG CỘNG,TỔNG CỘNG,,32.694.187.243,21.310.656.694,,32694187243.0,21310656694.0
