row_label_raw,row_label_full,col_0,Số đầu năm,Tăng,Giảm,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng,numeric__Giảm,numeric__VND Số cuối năm
Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,
Thuế thu nhập doanh nghiệp,Phải nộp > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,314.543.642.672,484.568.916.425,(533.453.679.686),265.658.879.411,314543642672.0,484568916425.0,-533453679686.0,265658879411.0
Thuế giá trị gia tăng,Phải nộp > Thuế giá trị gia tăng,Thuế giá trị gia tăng,171.498.595.568,47.221.585.540,(206.191.479.397),12.528.701.711,171498595568.0,47221585540.0,-206191479397.0,12528701711.0
Thuế thu nhập cá nhân,Phải nộp > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.715.253.922,21.251.886.729,(21.986.666.454),1.980.474.197,2715253922.0,21251886729.0,-21986666454.0,1980474197.0
Khác,Phải nộp > Khác,Khác,148.438.357,71.394.867.038,(70.430.910.730),1.112.394.665,148438357.0,71394867038.0,-70430910730.0,1112394665.0
TỔNG CỘNG,Phải nộp > TỔNG CỘNG,TỔNG CỘNG,488.905.930.519,624.437.255.732,(832.062.736.267),281.280.449.984,488905930519.0,624437255732.0,-832062736267.0,281280449984.0
Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,
Thuế thu nhập doanh nghiệp (*),Phải thu > Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),169.101.243,66.129.436.317,(54.366.365.618),11.932.171.942,169101243.0,66129436317.0,-54366365618.0,11932171942.0
Thuế giá trị gia tăng,Phải thu > Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,20.516.417.371,(20.516.417.371),-,,20516417371.0,-20516417371.0,
TỔNG CỘNG,Phải thu > TỔNG CỘNG,TỔNG CỘNG,169.101.243,86.645.853.688,(74.882.782.989),11.932.171.942,169101243.0,86645853688.0,-74882782989.0,11932171942.0
