row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,6.810.334.765.404,7.241.611.879.269,,,6810334765404.0,7241611879269.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,341.801.290.263,52.878.074.852,,4.0,341801290263.0,52878074852.0
111,111,111,1. Tiền,,335.801.290.263,46.878.074.852,,,335801290263.0,46878074852.0
112,112,112,2. Các khoản tương đương tiền,,6.000.000.000,6.000.000.000,,,6000000000.0,6000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,9.370.299.200,9.370.299.200,,,9370299200.0,9370299200.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,5,9.370.299.200,9.370.299.200,,5.0,9370299200.0,9370299200.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.339.085.752.281,988.090.337.153,,,1339085752281.0,988090337153.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,671.710.596.917,175.111.689.074,,6.0,671710596917.0,175111689074.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,610.726.328.480,545.718.295.791,,7.0,610726328480.0,545718295791.0
136,136,136,3. Phải thu ngắn hạn khác,8,57.690.371.259,268.301.896.663,,8.0,57690371259.0,268301896663.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,6,(1.041.544.375),(1.041.544.375),,6.0,-1041544375.0,-1041544375.0
140,140,140,IV. Hàng tồn kho,,5.102.618.930.640,6.186.404.341.154,,,5102618930640.0,6186404341154.0
141,141,141,1. Hàng tồn kho,9,5.102.618.930.640,6.186.404.341.154,,9.0,5102618930640.0,6186404341154.0
150,150,150,V. Tài sản ngắn hạn khác,,17.458.493.020,4.868.826.910,,,17458493020.0,4868826910.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,5.526.321.078,4.699.725.667,,10.0,5526321078.0,4699725667.0
153,153,153,2. Thuế và các khoản khác phải thu Nhà nước,18,11.932.171.942,169.101.243,,18.0,11932171942.0,169101243.0
200,200,200,B. TÀI SẢN DÀI HẠN,,14.134.254.689.638,8.720.338.576.679,,,14134254689638.0,8720338576679.0
210,210,210,I. Các khoản phải thu dài hạn,,2.136.035.294.786,1.572.369.553.082,,,2136035294786.0,1572369553082.0
211,211,211,1. Phải thu dài hạn của khách hàng,6,1.028.000.000.000,50.000.000.000,,6.0,1028000000000.0,50000000000.0
216,216,216,2. Phải thu dài hạn khác,8,1.108.035.294.786,1.522.369.553.082,,8.0,1108035294786.0,1522369553082.0
220,220,220,II. Tài sản cố định,,27.830.847.067,18.404.782.517,,,27830847067.0,18404782517.0
221,221,221,1. Tài sản cố định hữu hình,11,17.919.790.507,18.003.816.861,,11.0,17919790507.0,18003816861.0
222,222,222,Nguyên giá,,37.349.595.770,33.271.978.472,,,37349595770.0,33271978472.0
223,223,223,Giá trị khấu hao lũy kế,,(19.429.805.263),(15.268.161.611),,,-19429805263.0,-15268161611.0
227,227,227,2. Tài sản cố định vô hình,12,9.911.056.560,400.965.656,,12.0,9911056560.0,400965656.0
228,228,228,Nguyên giá,,13.258.734.596,3.171.378.036,,,13258734596.0,3171378036.0
229,229,229,Giá trị hao mòn lũy kế,,(3.347.678.036),(2.770.412.380),,,-3347678036.0,-2770412380.0
230,230,230,III. Bất động sản đầu tư,13,67.855.665.152,69.391.784.192,,13.0,67855665152.0,69391784192.0
231,231,231,1. Nguyên giá,,75.664.270.272,75.664.270.272,,,75664270272.0,75664270272.0
232,232,232,2. Giá trị khấu hao lũy kế,,(7.808.605.120),(6.272.486.080),,,-7808605120.0,-6272486080.0
240,240,240,IV. Tài sản dở dang dài hạn,,549.308.148.535,521.361.506.658,,,549308148535.0,521361506658.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,14,549.308.148.535,521.361.506.658,,14.0,549308148535.0,521361506658.0
250,250,250,V. Đầu tư tài chính dài hạn,15,10.412.458.103.412,5.597.454.230.000,,15.0,10412458103412.0,5597454230000.0
251,251,251,1. Đầu tư vào công ty con,15.1,9.285.727.103.412,3.863.505.230.000,,151.0,9285727103412.0,3863505230000.0
252,252,252,2. Đầu tư vào công ty liên kết,15.2,1.126.731.000.000,1.733.949.000.000,,152.0,1126731000000.0,1733949000000.0
260,260,260,VI. Tài sản dài hạn khác,,940.766.630.686,941.356.720.230,,,940766630686.0,941356720230.0
261,261,261,1. Chi phí trả trước dài hạn,10,940.766.630.686,941.356.720.230,,10.0,940766630686.0,941356720230.0
270,270,270,TỔNG CỘNG TÀI SẢN,,20.944.589.455.042,15.961.950.455.948,,,20944589455042.0,15961950455948.0
