row_label_raw,row_label_full,Trái phiếu 1 > Trái phiếu 2 > Trái phiếu 3 > Trái phiếu 4 > Trái phiếu 5 > Trái phiếu 6 > Trái phiếu 7 > Trái phiếu 8 > Trái phiếu 9 > Trái phiếu 10,Số cuối nămVND > 397.833.333.337 > 148.933.333.336 > 129.066.666.664 > 229.350.000.000 > 198.363.541.670 > 267.562.499.999 > 471.817.708.333 > 294.250.000.000 > 147.867.708.333 > 70.900.000.000,Kỳ hạn trả gốc > Ngày 2 tháng 2 năm 2023 > Ngày 28 tháng 4 năm 2023 > Ngày 7 tháng 5 năm 2023 > Ngày 6 tháng 7 năm 2022 > Ngày 11 tháng 8 năm 2023 > Ngày 24 tháng 9 năm 2023 > Ngày 2 tháng 12 năm 2023 > Ngày 8 tháng 12 năm 2023 > Ngày 16 tháng 12 năm 2023 > Ngày 23 tháng 12 năm 2023,Mục đích > Tài trợ các dự án của Công ty và các công ty con,Lãi suất%/năm > 13 > 12,Hình thức đảm bảo > 17.000.000 cổ phiếu PDR sở hữu bởi cổ đông > 5.000.000 cổ phiếu PDR sở hữu bởi cổ đông > 4.400.000 cổ phiếu PDR sở hữu bởi cổ đông > 6.745.000 cổ phiếu PDR sở hữu bởi cổ đông > 6.000.000 cổ phiếu PDR sở hữu bởi cổ đông > 8.800.000 cổ phiếu PDR sở hữu bởi cổ đông > 13.700.000 cổ phiếu PDR sở hữu bởi cổ đông > 6.400.000 cổ phiếu PDR sở hữu bởi cổ đông > 4.250.000 cổ phiếu PDR sở hữu bởi cổ đông > 10.500.000 cổ phiếu PDR sở hữu bởi cổ đông,numeric__Số cuối nămVND > 397.833.333.337 > 148.933.333.336 > 129.066.666.664 > 229.350.000.000 > 198.363.541.670 > 267.562.499.999 > 471.817.708.333 > 294.250.000.000 > 147.867.708.333 > 70.900.000.000,numeric__Kỳ hạn trả gốc > Ngày 2 tháng 2 năm 2023 > Ngày 28 tháng 4 năm 2023 > Ngày 7 tháng 5 năm 2023 > Ngày 6 tháng 7 năm 2022 > Ngày 11 tháng 8 năm 2023 > Ngày 24 tháng 9 năm 2023 > Ngày 2 tháng 12 năm 2023 > Ngày 8 tháng 12 năm 2023 > Ngày 16 tháng 12 năm 2023 > Ngày 23 tháng 12 năm 2023,numeric__Mục đích > Tài trợ các dự án của Công ty và các công ty con,numeric__Lãi suất%/năm > 13 > 12,numeric__Hình thức đảm bảo > 17.000.000 cổ phiếu PDR sở hữu bởi cổ đông > 5.000.000 cổ phiếu PDR sở hữu bởi cổ đông > 4.400.000 cổ phiếu PDR sở hữu bởi cổ đông > 6.745.000 cổ phiếu PDR sở hữu bởi cổ đông > 6.000.000 cổ phiếu PDR sở hữu bởi cổ đông > 8.800.000 cổ phiếu PDR sở hữu bởi cổ đông > 13.700.000 cổ phiếu PDR sở hữu bởi cổ đông > 6.400.000 cổ phiếu PDR sở hữu bởi cổ đông > 4.250.000 cổ phiếu PDR sở hữu bởi cổ đông > 10.500.000 cổ phiếu PDR sở hữu bởi cổ đông
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.355.944.791.672,,,,,2355944791672.0,,,,
Trong đó:Ngắn hạnDài hạn,Trong đó:Ngắn hạnDài hạn,Trong đó:Ngắn hạnDài hạn,229.350.000.0002.126.594.791.672,,,,,2.2935000000021266e+24,,,,
