row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,Hoàn tiền mượn,911.097.834.226,567.494.361.599,,,911097834226.0,567494361599.0
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,Mượn tiền,910.989.683.997,567.602.511.828,,,910989683997.0,567602511828.0
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,Tạm ứng,621.280.121.149,1.680.467.506.609,,,621280121149.0,1680467506609.0
Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Ông Nguyễn Văn Đạt,Chủ tịch,Thu tạm ứng,621.280.121.149,1.680.467.506.609,,,621280121149.0,1680467506609.0
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Công ty con,Thu tạm ứng,1.936.211.652.932,276.238.010.000,,,1936211652932.0,276238010000.0
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Công ty con,Tạm ứng phát triển dự án,1.610.233.000.000,532.945.000.000,,,1610233000000.0,532945000000.0
Sài Gòn - KL,Sài Gòn - KL,Sài Gòn - KL,Công ty con,Cung cấp dịch vụ,4.874.245.443,2.664.000.000,,,4874245443.0,2664000000.0
KCN Phát Đạt,KCN Phát Đạt,KCN Phát Đạt,Công ty con,Góp vốn,1.577.600.000.000,462.400.000.000,,,1577600000000.0,462400000000.0
KCN Phát Đạt,KCN Phát Đạt,KCN Phát Đạt,Công ty con,Mượn tiền,1.577.600.000.000,461.200.000.000,,,1577600000000.0,461200000000.0
KCN Phát Đạt,KCN Phát Đạt,KCN Phát Đạt,Công ty con,Hoàn tiền mượn,11.620.000.000,-,,,11620000000.0,
BIDICI,BIDICI,BIDICI,Công ty liên kết,Hoàn tiền mượn,335.100.000.000,-,,,335100000000.0,
BIDICI,BIDICI,BIDICI,Công ty liên kết,Chuyển nhượng đất,335.000.000.000,-,,,335000000000.0,
BIDICI,BIDICI,BIDICI,Công ty liên kết,Góp vốn,24.500.000.000,1.092.700.000.000,,,24500000000.0,1092700000000.0
BIDICI,BIDICI,BIDICI,Công ty liên kết,Mượn tiền,20.950.000.000,1.096.250.000.000,,,20950000000.0,1096250000000.0
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Công ty con,Góp vốn,271.709.990.959,-,,,271709990959.0,
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Công ty con,Mượn tiền,271.625.990.959,-,,,271625990959.0,
Cao Ôc Bình Dương,Cao Ôc Bình Dương,Cao Ôc Bình Dương,Công ty con,Hoàn tiền mượn,2.948.652.400,-,,,2948652400.0,
KDDV Phát Đạt,KDDV Phát Đạt,KDDV Phát Đạt,Công ty con,Góp vốn,85.680.000.000,-,,,85680000000.0,
KDDV Phát Đạt,KDDV Phát Đạt,KDDV Phát Đạt,Công ty con,Mượn tiền,85.600.000.000,-,,,85600000000.0,
