row_label_raw,row_label_full,31/12/2023 (VND) > Giá gốc,31/12/2023 (VND) > Dự phòng,31/12/2023 (VND) > Giá trị hợp lý,01/01/2023 (VND) > Giá gốc,01/01/2023 (VND) > Dự phòng,01/01/2023 (VND) > Giá trị hợp lý,numeric__31/12/2023 (VND) > Dự phòng,numeric__31/12/2023 (VND) > Giá trị hợp lý,numeric__01/01/2023 (VND) > Giá gốc,numeric__01/01/2023 (VND) > Dự phòng,numeric__01/01/2023 (VND) > Giá trị hợp lý
1.095.397.161,1.095.397.161,1.095.397.161,-,-,1.095.397.161,-,-,,,1095397161.0,,
68.237.000,68.237.000,68.237.000,(68.237.000),-,68.237.000,(68.237.000),-,-68237000.0,,68237000.0,-68237000.0,
1.163.634.161,1.163.634.161,1.163.634.161,(68.237.000),-,1.163.634.161,(68.237.000),-,-68237000.0,,1163634161.0,-68237000.0,
