row_label_raw,row_label_full,Nợ Xấu,31/12/2023 (VND) > Giá gốc,31/12/2023 (VND) > Giá trị có thể thu hồi,01/01/2023 (VND) > Giá gốc,01/01/2023 (VND) > Giá trị có thể thu hồi,numeric__31/12/2023 (VND) > Giá gốc,numeric__31/12/2023 (VND) > Giá trị có thể thu hồi,numeric__01/01/2023 (VND) > Giá gốc,numeric__01/01/2023 (VND) > Giá trị có thể thu hồi
Phạm Duy Khương,Phạm Duy Khương,Phạm Duy Khương,28.471.341.389,3.114.530.588,28.471.341.389,3.114.530.588,28471341389.0,3114530588.0,28471341389.0,3114530588.0
Công ty CP Chứng khoán Delta,Công ty CP Chứng khoán Delta,Công ty CP Chứng khoán Delta,14.000.000.000,-,14.000.000.000,-,14000000000.0,,14000000000.0,
Làng Biệt thự du lịch sinh thái Quận 9,Làng Biệt thự du lịch sinh thái Quận 9,Làng Biệt thự du lịch sinh thái Quận 9,11.250.000.000,-,11.250.000.000,-,11250000000.0,,11250000000.0,
Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,11.100.000.000,-,11.100.000.000,-,11100000000.0,,11100000000.0,
Công ty TNHH Đầu tư và Phát triển Đông Bắc,Công ty TNHH Đầu tư và Phát triển Đông Bắc,Công ty TNHH Đầu tư và Phát triển Đông Bắc,9.378.293.541,-,9.378.293.541,-,9378293541.0,,9378293541.0,
Công ty Cổ phần Chứng khoán Cao su,Công ty Cổ phần Chứng khoán Cao su,Công ty Cổ phần Chứng khoán Cao su,9.184.524.709,-,9.184.524.709,-,9184524709.0,,9184524709.0,
Công ty CP CB và XNK Thủy sản Đồng Tháp,Công ty CP CB và XNK Thủy sản Đồng Tháp,Công ty CP CB và XNK Thủy sản Đồng Tháp,8.956.471.270,-,8.956.471.270,-,8956471270.0,,8956471270.0,
